TeamID,Name,Week,Team.x,Opp,Score,Comp.x,Att,Yds,TD,Int.x,Sck.x,FUM,Rate.x,Oppt.x,Avg,Rec,FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,Team.y,h.a,Oppt.y,FD.points,FD.salary,TeamID.y,Team,Rk.x,G.x,Pts.G.x,TotPts.x,Att.x,Att.G.x,Yds.x,Avg.x,Yds.G.x,TD.x,Lng.x,X1st.x,X1st..x,X20..x,X40..x,FUM.x,Rk.y,G.y,Pts.G.y,TotPts.y,Comp.y,Att.y,Pct,Att.G.y,Yds.y,Avg.y,Yds.G.y,TD.y,Int.y,X1st.y,X1st..y,Lng.y,X20..y,X40..y,Sck.y,Rate.y,Rk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Scored Label Mean,Scored Label Standard Deviation
8,"Drake, Kenyan",3,mia,vs CLE,W  30-24,0,9,37,0,0,0,0,0,cle,4.1,0,0,0,0,0,0,2016,5446,RB,MIA,t,cin,7.30000019073486,5400,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,6.37010754184588,4.27753029975354
8,"Drake, Kenyan",3,mia,vs CLE,W  30-24,0,0,11,0,0,0,0,0,cle,5.5,2,0,0,0,0,0,2016,5446,RB,MIA,t,cin,7.30000019073486,5400,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,5.34326201002063,4.54823019709939
8,"Franks, Andrew",3,mia,vs CLE,W  30-24,0,0,0,0,0,0,0,0,cle,0,0,1,1,3,3,6,2016,6237,K,MIA,t,cin,5.66666666666667,4500,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,7.0253886152162,2.63982175141223
8,"Pead, Isaiah",3,mia,vs CLE,W  30-24,0,5,17,0,0,0,0,0,cle,3.4,0,0,0,0,0,0,2016,2860,RB,MIA,t,cin,1.70000004768372,4500,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,3.64876897049311,3.51196799963355
8,"Stills, Kenny",3,mia,vs CLE,W  30-24,0,0,76,0,0,0,0,0,cle,15.2,5,0,0,0,0,0,2016,5212,WR,MIA,t,cin,7.70000012715658,5100,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,10.3305255919049,3.97431443768069
8,"Tannehill, Ryan",3,mia,vs CLE,W  30-24,25,39,319,3,2,1,1,93.9,cle,0,0,0,0,0,0,0,2016,1410,QB,MIA,t,cin,20.3600006103516,7200,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,20.9087356321839,4.69322105824686
8,"Tannehill, Ryan",3,mia,vs CLE,W  30-24,0,1,2,0,0,0,1,0,cle,2,0,0,0,0,0,0,2016,1410,QB,MIA,t,cin,20.3600006103516,7200,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,18.8715670498084,6.46026111398212
8,"Williams, Damien",3,mia,vs CLE,W  30-24,0,1,15,0,0,0,0,0,cle,15,0,0,0,0,0,0,2016,2957,RB,MIA,t,cin,7.15000009536743,4900,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,6.81539941284769,5.98484243168786
8,"Williams, Damien",3,mia,vs CLE,W  30-24,0,0,10,1,0,0,0,0,cle,3.3,3,0,0,0,0,0,2016,2957,RB,MIA,t,cin,7.15000009536743,4900,7,Cleveland Browns,18,3,28,84,85,28.3,328,3.9,109.3,2,19,16,18.8,0,0,1,24,3,28,84,72,121,59.5,40.3,883,7.4,294.3,7,4,46,38,42T,13,1,3,88.1,25,3,28,84,209,403.7,5.8,22.7,17,41,42,1,2,50,19,142,33:10,3,1,10.1821072796935,4.24769563023358
10,"Bernard, Giovani",3,cin,vs DEN,L  17-29,0,5,8,0,0,0,0,0,den,1.6,0,0,0,0,0,0,2016,2889,RB,CIN,t,mia,10.3666667938232,5500,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,5.25625592798006,4.03393239793955
10,"Bernard, Giovani",3,cin,vs DEN,L  17-29,0,0,36,0,0,0,0,0,den,7.2,5,0,0,0,0,0,2016,2889,RB,CIN,t,mia,10.3666667938232,5500,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,7.51366778694973,4.0713536339611
10,"Boyd, Tyler",3,cin,vs DEN,L  17-29,0,0,18,0,0,0,0,0,den,6,3,0,0,0,0,0,2016,5455,WR,CIN,t,mia,5.16666666666667,5400,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,3.89415853610174,2.40945089722537
10,"Dalton, Andy",3,cin,vs DEN,L  17-29,21,31,206,0,1,4,0,72.8,den,0,0,0,0,0,0,0,2016,1403,QB,CIN,t,mia,16.3066660563151,7600,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,13.279877394636,5.852783232205
10,"Dalton, Andy",3,cin,vs DEN,L  17-29,0,6,40,0,0,0,0,0,den,6.7,0,0,0,0,0,0,2016,1403,QB,CIN,t,mia,16.3066660563151,7600,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,12.2021704980843,5.04489156162941
10,"Green, A.J.",3,cin,vs DEN,L  17-29,0,0,77,0,0,0,0,0,den,9.6,8,0,0,0,0,0,2016,5091,WR,CIN,t,mia,15.5,8100,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,11.0788009743243,3.62612267415968
10,"Hill, Jeremy",3,cin,vs DEN,L  17-29,0,17,97,2,0,0,0,0,den,5.7,0,0,0,0,0,0,2016,2928,RB,CIN,t,mia,12.7333335876465,7000,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,19.5360595343354,6.24477510050621
10,"LaFell, Brandon",3,cin,vs DEN,L  17-29,0,1,-2,0,0,0,0,0,den,-2,0,0,0,0,0,0,2016,3946,WR,CIN,t,mia,6.90000025431315,5500,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,3.90559148386734,3.46970800396037
10,"LaFell, Brandon",3,cin,vs DEN,L  17-29,0,0,34,0,0,0,0,0,den,17,2,0,0,0,0,0,2016,3946,WR,CIN,t,mia,6.90000025431315,5500,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,4.58185595550301,2.49226852292451
10,"Nugent, Mike",3,cin,vs DEN,L  17-29,0,0,0,0,0,0,0,0,den,0,0,1,1,2,2,5,2016,6093,K,CIN,t,mia,9,4500,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,5.98812260536398,3.02520480416857
10,"Uzomah, C.J.",3,cin,vs DEN,L  17-29,0,0,31,0,0,0,0,0,den,15.5,2,0,0,0,0,0,2016,4656,TE,CIN,t,mia,4.46666653951009,5000,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,4.67883911513323,2.51012564558463
10,"Wright, James",3,cin,vs DEN,L  17-29,0,0,10,0,0,0,0,0,den,10,1,0,0,0,0,0,2016,5290,WR,CIN,t,mia,1.19999996821086,4500,18,Denver Broncos,27,3,19,57,82,27.3,383,4.7,127.7,4,50,19,23.2,3,1,0,4,3,19,57,60,104,57.7,34.7,535,5.7,178.3,2,3,35,33.7,30,5,0,12,68.5,7,3,19,57,198,306,4.6,20,20,41,49,1,2,50,25,248,31:15,2,2,2.30099502987434,1.83068355699512
27,"Allen, Dwayne",3,ind,vs SD,W  26-22,0,0,35,0,0,0,0,0,sd,11.7,3,0,0,0,0,0,2016,4551,TE,IND,t,jac,7.93333307902018,5900,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,7.5388232074439,5.38804799420459
27,"Dorsett, Phillip",3,ind,vs SD,W  26-22,0,0,27,0,0,0,0,0,sd,9,3,0,0,0,0,0,2016,5384,WR,IND,t,jac,6.36666679382324,6400,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,6.49104521859419,4.72430135918649
27,"Doyle, Jack",3,ind,vs SD,W  26-22,0,0,65,0,0,0,0,0,sd,10.8,6,0,0,0,0,0,2016,4594,TE,IND,t,jac,10.7333335876465,4800,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,9.07344827586208,3.82608256939307
27,"Ferguson, Josh",3,ind,vs SD,W  26-22,0,1,2,0,0,0,0,0,sd,2,0,0,0,0,0,0,2016,5484,RB,IND,t,jac,4.70000012715658,4500,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,3.98860484109942,3.16768252456574
27,"Ferguson, Josh",3,ind,vs SD,W  26-22,0,0,29,0,0,0,0,0,sd,9.7,3,0,0,0,0,0,2016,5484,RB,IND,t,jac,4.70000012715658,4500,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,4.97951496779083,2.53687507705249
27,"Gore, Frank",3,ind,vs SD,W  26-22,0,21,82,1,0,0,0,0,sd,3.9,0,0,0,0,0,0,2016,2467,RB,IND,t,jac,12.8000005086263,6100,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,15.1725823754789,4.99591810137253
27,"Gore, Frank",3,ind,vs SD,W  26-22,0,0,1,0,0,0,0,0,sd,1,1,0,0,0,0,0,2016,2467,RB,IND,t,jac,12.8000005086263,6100,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,10.2494513257467,7.35643432677033
27,"Turbin, Robert",3,ind,vs SD,W  26-22,0,4,9,1,0,0,0,0,sd,2.2,0,0,0,0,0,0,2016,2867,RB,IND,t,jac,5.59999974568685,5000,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,8.53499027849259,4.52067162635128
27,"Vinatieri, Adam",3,ind,vs SD,W  26-22,0,0,0,0,0,0,0,0,sd,0,0,2,2,2,2,8,2016,6037,K,IND,t,jac,10.3333333333333,4800,15,San Diego Chargers,6,3,24.3,73,56,18.7,245,4.4,81.7,4,24,18,32.1,1,0,1,30,3,24.3,73,89,135,65.9,45,966,7.6,322,5,4,45,33.3,63T,13,2,7,88.6,25,3,24.3,73,198,403.7,6.1,23.3,9,34,26,4,5,80,30,205,29:39,3,2,8.4304214559387,2.83851656065304
