"","TeamID","Name","Week","Team.x","Opp","Score","PlayerCompletions","PlayerPassingAttempts","PlayerPassingYds","PlayerPassingTDs","PlayerInterceptions","PlayerSacked","FUM.x","PlayerPassRating","Oppt.x","PlayerRushingAttempts","PlayerRushingYds","Avg","PlayerRushingTDs","PlayerReceptions","PlayerReceivingYds","PlayerReceivingTDs","FG.Made","FG.Att","XP.Made","XP.Att","Pts","Year","GID","Pos","Team.y","h.a","Oppt.y","FD.points","FD.salary","TeamID.y","Team","RunDRk","RushingGamesPlayed","RusingPointsperGameGAllowed","TotalRushingPointsAllowed","TotalRushAttemptsAgainst","RushAttemptsAgainstPerGame","RushYdsAllowed","AverageYardsPerCarryAllowed","RushingYardsPerGameAllowed","RushingTDAllowed","LongestRunAllowed","FirstDownsAllowed","FirstDownPercentageAllowed","20yardsRunOrLongerAllowed","40yardsRunOrLongerAllowed","FumblesCaused","PassDRk","PassingGamesPlayed","PassingPointsperGameGAllowed","TotalPassingPointsAllowed","CompletionsAllowed","TotalPassAttemptsAgainst","CompletionPercentageAllowed","PassAttemptsAgainstPerGame","PassingYdsAllowed","AverageYardsPerPassAllowed","PassingYardsPerGameAllowed","PassingTDAllowed","Interceptions","PassingFirstDownsAllowed","PassingFirstDownPercentageAllowed","LongestPassAllowed","20yardsPassOrLongerAllowed","40yardsPassOrLongerAllowed","Sacs","PassDefenseRating","TotalDRk","G","Pts.G","TotPts","Scrm.Plys","Yds.G","Yds.P","X1st.G","X3rd.Md","X3rd.Att","X3rd.Pct","X4th.Md","X4th.Att","X4th.Pct","Pen","Pen.Yds","ToP.G","FUM.y","Lost"
"11",7,"Norwood, Jordan",3,"den","@ CIN","W  29-17",0,0,0,0,0,0,0,0,"cin",0,0,0,0,0,0,0,0,0,0,0,0,2016,3828,"WR","DEN","t","sd","2.16000003814697","4500",27,7,19,5,22,110,131,26.2,570,4.4,114,3,22,28,21.4,1,1,2,11,5,22,110,94,156,60.3,31.2,7,7.5,224.6,11,4,53,34,21,15,5,10,96.5,11,5,22,110,297,338.6,5.7,18.2,23,60,38,0,2,0,31,303,10,7,3
"12",7,"Phillips, John",3,"den","@ CIN","W  29-17",0,0,0,0,0,0,0,0,"cin",0,0,4.5,0,2,9,1,0,0,0,0,0,2016,4433,"TE","DEN","t","sd","3.95000004768372","4700",27,7,19,5,22,110,131,26.2,570,4.4,114,3,22,28,21.4,1,1,2,11,5,22,110,94,156,60.3,31.2,7,7.5,224.6,11,4,53,34,21,15,5,10,96.5,11,5,22,110,297,338.6,5.7,18.2,23,60,38,0,2,0,31,303,10,7,3
"13",7,"Sanders, Emmanuel",3,"den","@ CIN","W  29-17",0,0,0,0,0,0,0,0,"cin",0,0,13,0,9,117,2,0,0,0,0,0,2016,3983,"WR","DEN","t","sd","14.2600006103516","7100",27,7,19,5,22,110,131,26.2,570,4.4,114,3,22,28,21.4,1,1,2,11,5,22,110,94,156,60.3,31.2,7,7.5,224.6,11,4,53,34,21,15,5,10,96.5,11,5,22,110,297,338.6,5.7,18.2,23,60,38,0,2,0,31,303,10,7,3
"14",7,"Thomas, Demaryius",3,"den","@ CIN","W  29-17",0,0,0,0,0,0,1,0,"cin",0,0,16.7,0,6,100,1,0,0,0,0,0,2016,3997,"WR","DEN","t","sd","13.8199996948242","7700",27,7,19,5,22,110,131,26.2,570,4.4,114,3,22,28,21.4,1,1,2,11,5,22,110,94,156,60.3,31.2,7,7.5,224.6,11,4,53,34,21,15,5,10,96.5,11,5,22,110,297,338.6,5.7,18.2,23,60,38,0,2,0,31,303,10,7,3
"15",14,"Benjamin, Travis",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,1,0,"ind",0,0,20.5,0,4,82,0,0,0,0,0,0,2016,5173,"WR","SD","t","den","12.2599998474121","6500",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"16",14,"Gordon, Melvin",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",16,35,2.2,1,0,0,0,0,0,0,0,0,2016,2991,"RB","SD","t","den","17.4199996948242","7700",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"17",14,"Gordon, Melvin",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",0,0,10.8,0,4,43,0,0,0,0,0,0,2016,2991,"RB","SD","t","den","17.4199996948242","7700",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"18",14,"Henry, Hunter",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,1,0,"ind",0,0,15.2,0,5,76,0,0,0,0,0,0,2016,4675,"TE","SD","t","den","9.80000019073486","5400",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"19",14,"Inman, Dontrelle",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",0,0,10.7,0,3,32,0,0,0,0,0,0,2016,5097,"WR","SD","t","den","5.85999984741211","6100",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
"20",14,"Lambo, Josh",3,"sd","@ IND","L  22-26",0,0,0,0,0,0,0,0,"ind",0,0,0,0,0,0,0,3,3,1,2,10,2016,6233,"K","SD","t","den","9.2","4600",10,14,18,5,29.6,148,120,24,548,4.6,109.6,5,21,29,24.2,2,1,1,28,5,29.6,148,131,187,70.1,37.4,21,8.2,301,7,1,77,41.2,3,15,3,7,104.9,30,5,29.6,148,314,410.6,6.5,23.4,19,51,37,1,2,50,47,429,11,8,4
