"","TeamID","Week","Year.x","GID","Name","Pos","Team.x","h.a","Oppt","FD.points","FD.salary","Team.y","Rk.x","G.x","Pts.G.x","TotPts.x","Att.x","Att.G.x","Yds.x","Avg.x","Yds.G.x","TD.x","Lng.x","X1st.x","X1st..x","X20..x","X40..x","FUM.x","Rk.y","G.y","Pts.G.y","TotPts.y","Comp","Att.y","Pct","Att.G.y","Yds.y","Avg.y","Yds.G.y","TD.y","Int","X1st.y","X1st..y","Lng.y","X20..y","X40..y","Sck","Rate","k","G","Pts.G","TotPts","Scrm.Plys","Yds.G","Yds.P","X1st.G","X3rd.Md","X3rd.Att","X3rd.Pct","X4th.Md","X4th.Att","X4th.Pct","Pen","Pen.Yds","ToP.G","FUM.y","Lost","Year.y","Rk"
"1",0,3,2016,1340,"Stafford, Matthew","QB","DET","t","gb","21.29999924","8200","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"2",0,3,2016,3995,"Tate, Golden","WR","DET","t","gb","5.050000191","6500","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"3",0,3,2016,2907,"Riddick, Theo","RB","DET","t","gb","16.89999962","6400","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"4",0,3,2016,3423,"Boldin, Anquan","WR","DET","t","gb","8.899999619","6200","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"5",0,3,2016,5397,"Zenner, Zach","RB","DET","t","gb","2.025000095","5200","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"6",0,3,2016,1249,"Orlovsky, Dan","QB","DET","t","gb","5.519999981","5000","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"7",0,3,2016,6159,"Prater, Matt","K","DET","t","gb","8","4600","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"8",0,3,2016,4671,"Lee, Khari","TE","DET","t","gb","0.300000012","4500","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"9",0,3,2016,4678,"Wick, Cole","TE","DET","t","gb","1","4500","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
"10",0,3,2016,3978,"Roberts, Andre","WR","DET","t","gb","0.649999976","4500","St. Louis Rams",20,16,20.6,330,453,28.3,"1,820",4,113.8,7,"47",98,21.6,15,1,9,23,16,20.6,330,399,597,66.8,37.3,"4,065",7.2,254.1,21,13,192,32.2,"87T",51,8,41,90.4,23,16,"20,6",330,"1,091",367.8,5.4,20,78,225,35,4,15,27,109,"992","33:12",28,13,2016,NA
