Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
7;2015;1415;Cousins, Kirk;QB;was;h;tam;30.18;6300
7;2015;1131;Brady, Tom;QB;nwe;h;nyj;29.7;9000
7;2015;1410;Tannehill, Ryan;QB;mia;h;hou;27.58;7700
7;2015;1231;Rivers, Philip;QB;sdg;h;oak;27.44;8000
7;2015;1409;Luck, Andrew;QB;ind;h;nor;26.02;8900
7;2015;1441;Carr, Derek;QB;oak;a;sdg;23.86;6700
7;2015;1336;Hoyer, Brian;QB;hou;a;mia;21.92;6900
7;2015;1242;Fitzpatrick, Ryan;QB;nyj;a;nwe;20.7;7100
7;2015;1465;Winston, Jameis;QB;tam;a;was;20.38;6500
7;2015;1421;Manuel, E.J.;QB;buf;a;jac;19.72;6600
7;2015;1207;Palmer, Carson;QB;ari;h;bal;19.2;8200
7;2015;1439;Bridgewater, Teddy;QB;min;a;det;18.74;6600
7;2015;1340;Stafford, Matthew;QB;det;h;min;18.74;7400
7;2015;1378;Newton, Cam;QB;car;h;phi;16.88;8100
7;2015;1302;Flacco, Joe;QB;bal;a;ari;15.08;7500
7;2015;1254;Smith, Alex;QB;kan;h;pit;14.54;6800
7;2015;1442;Bortles, Blake;QB;jac;h;buf;13.98;7500
7;2015;1412;Wilson, Russell;QB;sea;a;sfo;13.4;8100
7;2015;1151;Brees, Drew;QB;nor;a;ind;12.8;8400
7;2015;1301;Ryan, Matt;QB;atl;a;ten;11.74;8100
7;2015;1241;Cassel, Matt;QB;dal;a;nyg;10.48;6400
7;2015;1440;Mettenberger, Zach;QB;ten;h;atl;9.48;5900
7;2015;1175;McCown, Josh;QB;cle;a;stl;8.9;6900
7;2015;1430;Jones, Landry;QB;pit;a;kan;8.16;6000
7;2015;1344;Bradford, Sam;QB;phi;a;car;7.8;7700
7;2015;1225;Manning, Eli;QB;nyg;h;dal;6.4;7800
7;2015;1413;Foles, Nick;QB;stl;h;cle;6.32;6400
7;2015;1404;Kaepernick, Colin;QB;sfo;h;sea;4.96;6900
7;2015;1438;Manziel, Johnny;QB;cle;a;stl;1.58;6500
7;2015;1227;McCown, Luke;QB;nor;a;ind;1;5800
7;2015;1298;Moore, Matt;QB;mia;h;hou;0.36;5400
7;2015;5071;Webb, Joe;QB;car;h;phi;0;4800
7;2015;2859;Miller, Lamar;RB;mia;h;hou;37.1;6700
7;2015;2992;Gurley, Todd;RB;stl;h;cle;30.3;7400
7;2015;2689;Woodhead, Danny;RB;sdg;h;oak;27.6;6000
7;2015;2696;Foster, Arian;RB;hou;a;mia;27;8600
7;2015;2603;McFadden, Darren;RB;dal;a;nyg;23.2;6000
7;2015;2793;Ingram, Mark;RB;nor;a;ind;21.8;7600
7;2015;2987;West, Charcandrick;RB;kan;h;pit;19.9;5900
7;2015;2754;Mathews, Ryan;RB;phi;a;car;19.6;5600
7;2015;2993;Yeldon, T.J.;RB;jac;h;buf;18.9;6500
7;2015;2858;Martin, Doug;RB;tam;a;was;18.6;7200
7;2015;2552;Lynch, Marshawn;RB;sea;a;sfo;18.2;8200
7;2015;2645;Johnson, Chris;RB;ari;h;bal;18.2;6900
7;2015;2888;Bell, Le'Veon;RB;pit;a;kan;15.7;8900
7;2015;2920;Robinson, Khiry;RB;nor;a;ind;15.6;4800
7;2015;2899;Murray, Latavius;RB;oak;a;sdg;15.1;7000
7;2015;2647;Tolbert, Mike;RB;car;h;phi;14.3;4800
7;2015;2930;Freeman, Devonta;RB;atl;a;ten;14;8700
7;2015;2553;Peterson, Adrian;RB;min;a;det;12.5;8900
7;2015;2612;Stewart, Jonathan;RB;car;h;phi;12.5;6700
7;2015;2997;Johnson, Duke;RB;cle;a;stl;12.5;5600
7;2015;2741;Ivory, Chris;RB;nyj;a;nwe;12.3;7800
7;2015;2642;Forsett, Justin;RB;bal;a;ari;11.9;7100
7;2015;2707;McCoy, LeSean;RB;buf;a;jac;11.4;7700
7;2015;2976;Darkwa, Orleans;RB;nyg;h;dal;10.8;4500
7;2015;2982;Oliver, Branden;RB;sdg;h;oak;10.4;4700
7;2015;2467;Gore, Frank;RB;ind;h;nor;10;7100
7;2015;3953;McCluster, Dexter;RB;ten;h;atl;9.8;5200
7;2015;2908;Juszczyk, Kyle;RB;bal;a;ari;9.5;4500
7;2015;2831;Murray, DeMarco;RB;phi;a;car;8;7600
7;2015;2775;Spiller, C.J.;RB;nor;a;ind;7.8;5300
7;2015;2830;Vereen, Shane;RB;nyg;h;dal;6.7;5600
7;2015;3552;Jones, Matt;RB;was;h;tam;6.6;5600
7;2015;2484;Sproles, Darren;RB;phi;a;car;6.5;5500
7;2015;2892;Ellington, Andre;RB;ari;h;bal;6.4;5200
7;2015;2907;Riddick, Theo;RB;det;h;min;6.3;5200
7;2015;2953;Gray, Jonas;RB;jac;h;buf;6.3;5000
7;2015;2820;Jones, Taiwan;RB;oak;a;sdg;6.2;0
7;2015;2940;Andrews, Antonio;RB;ten;h;atl;5.7;5400
7;2015;2912;Line, Zach;RB;min;a;det;5.6;0
7;2015;2931;Sims, Charles;RB;tam;a;was;5.6;5700
7;2015;2520;Jackson, Fred;RB;sea;a;sfo;5.5;6100
7;2015;5402;Rawls, Thomas;RB;sea;a;sfo;5.1;5800
7;2015;2495;Bush, Reggie;RB;sfo;h;sea;4.9;5300
7;2015;2867;Turbin, Robert;RB;dal;a;nyg;4.8;4700
7;2015;2910;Bohanon, Tommy;RB;nyj;a;nwe;4.6;4500
7;2015;2954;White, James;RB;nwe;h;nyj;4.5;5000
7;2015;2719;Bell, Joique;RB;det;h;min;4.5;5500
7;2015;2995;Abdullah, Ameer;RB;det;h;min;4.3;5700
7;2015;2935;McKinnon, Jerick;RB;min;a;det;4.2;5000
7;2015;5370;Allen, Javorius;RB;bal;a;ari;4;5100
7;2015;2933;Hyde, Carlos;RB;sfo;h;sea;4;6800
7;2015;2902;Stacy, Zac;RB;nyj;a;nwe;3.5;4900
7;2015;2911;Cunningham, Benny;RB;stl;h;cle;3.4;5400
7;2015;5395;Johnson, David;RB;ari;h;bal;3.4;5300
7;2015;2665;Reece, Marcel;RB;oak;a;sdg;3;4800
