Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
12;2015;1412;Wilson, Russell;QB;sea;h;pit;35.2;7600
12;2015;1340;Stafford, Matthew;QB;det;h;phi;34.78;7200
12;2015;1242;Fitzpatrick, Ryan;QB;nyj;h;mia;29.18;7200
12;2015;1231;Rivers, Philip;QB;sdg;a;jac;28.9;8000
12;2015;1400;Taylor, Tyrod;QB;buf;a;kan;26.24;7300
12;2015;1232;Roethlisberger, Ben;QB;pit;a;sea;24.04;7800
12;2015;1441;Carr, Derek;QB;oak;a;ten;23.7;7400
12;2015;1442;Bortles, Blake;QB;jac;h;sdg;23.46;7300
12;2015;1131;Brady, Tom;QB;nwe;a;den;23.2;9000
12;2015;1410;Tannehill, Ryan;QB;mia;a;nyj;23.04;6900
12;2015;1415;Cousins, Kirk;QB;was;h;nyg;22.18;6700
12;2015;1254;Smith, Alex;QB;kan;h;buf;21.7;6600
12;2015;1466;Mariota, Marcus;QB;ten;h;oak;21.42;7000
12;2015;1403;Dalton, Andy;QB;cin;h;stl;20.72;7900
12;2015;1060;Hasselbeck, Matt;QB;ind;h;tam;20.3;6400
12;2015;1225;Manning, Eli;QB;nyg;a;was;17.84;7700
12;2015;1378;Newton, Cam;QB;car;a;dal;17.82;8900
12;2015;1207;Palmer, Carson;QB;ari;a;sfo;17.44;8100
12;2015;1381;Gabbert, Blaine;QB;sfo;h;ari;16.82;6000
12;2015;1234;Schaub, Matt;QB;bal;a;cle;16.28;6200
12;2015;1465;Winston, Jameis;QB;tam;a;ind;15.5;7300
12;2015;1336;Hoyer, Brian;QB;hou;h;nor;14.9;7100
12;2015;1252;Rodgers, Aaron;QB;gnb;h;chi;14.38;9200
12;2015;1339;Sanchez, Mark;QB;phi;a;det;14.36;6700
12;2015;1414;Osweiler, Brock;QB;den;h;nwe;14.2;6700
12;2015;1175;McCown, Josh;QB;cle;h;bal;13.68;6300
12;2015;1263;Cutler, Jay;QB;chi;a;gnb;12.9;6900
12;2015;1301;Ryan, Matt;QB;atl;h;min;11.1;7900
12;2015;1241;Cassel, Matt;QB;dal;h;car;10.62;6000
12;2015;1151;Brees, Drew;QB;nor;a;hou;8.12;8200
12;2015;1445;Davis, Austin;QB;cle;h;bal;7.78;5400
12;2015;1413;Foles, Nick;QB;stl;a;cin;6.32;6300
12;2015;1439;Bridgewater, Teddy;QB;min;a;atl;5.66;6500
12;2015;1233;Romo, Tony;QB;dal;h;car;1.24;7900
12;2015;1484;Mannion, Sean;QB;stl;a;cin;1.24;0
12;2015;1467;McCarron, A.J.;QB;cin;h;stl;0.12;5100
12;2015;1438;Manziel, Johnny;QB;cle;h;bal;0;6700
12;2015;1350;Clausen, Jimmy;QB;bal;a;cle;0;5000
12;2015;5071;Webb, Joe;QB;car;a;dal;0;5000
12;2015;1290;Stanton, Drew;QB;ari;a;sfo;0;5200
12;2015;1437;McGloin, Matt;QB;oak;a;ten;0;5500
12;2015;1430;Jones, Landry;QB;pit;a;sea;-0.64;5000
12;2015;2553;Peterson, Adrian;RB;min;a;atl;31.7;9000
12;2015;2924;Anderson, C.J.;RB;den;h;nwe;29.3;5800
