Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
11;2015;1378;Newton, Cam;QB;car;h;was;31.44;8600
11;2015;1465;Winston, Jameis;QB;tam;a;phi;29.84;6800
11;2015;1207;Palmer, Carson;QB;ari;h;cin;26.58;8200
11;2015;1412;Wilson, Russell;QB;sea;h;sfo;25.4;7600
11;2015;1403;Dalton, Andy;QB;cin;a;ari;22;7900
11;2015;1301;Ryan, Matt;QB;atl;h;ind;20.9;7800
11;2015;1340;Stafford, Matthew;QB;det;h;oak;20.38;7000
11;2015;1439;Bridgewater, Teddy;QB;min;h;gnb;20.14;6600
11;2015;1252;Rodgers, Aaron;QB;gnb;a;min;19.08;8900
11;2015;1414;Osweiler, Brock;QB;den;a;chi;18.4;6000
11;2015;1466;Mariota, Marcus;QB;ten;a;jac;18.14;7100
11;2015;1242;Fitzpatrick, Ryan;QB;nyj;a;hou;17.84;7400
11;2015;1339;Sanchez, Mark;QB;phi;h;tam;16.84;6400
11;2015;1381;Gabbert, Blaine;QB;sfo;a;sea;16.76;6000
11;2015;1410;Tannehill, Ryan;QB;mia;h;dal;15.82;7000
11;2015;1060;Hasselbeck, Matt;QB;ind;a;atl;15.32;6300
11;2015;1233;Romo, Tony;QB;dal;a;mia;15.28;8000
11;2015;1399;Yates, T.J.;QB;hou;h;nyj;14.66;5100
11;2015;1131;Brady, Tom;QB;nwe;h;buf;14.08;9200
11;2015;1302;Flacco, Joe;QB;bal;h;stl;13.96;7600
11;2015;1254;Smith, Alex;QB;kan;a;sdg;13.42;6200
11;2015;1442;Bortles, Blake;QB;jac;h;ten;11.58;7500
11;2015;1263;Cutler, Jay;QB;chi;h;den;10.5;7000
11;2015;1400;Taylor, Tyrod;QB;buf;a;nwe;9.42;7200
11;2015;1415;Cousins, Kirk;QB;was;a;car;7.68;6900
11;2015;1441;Carr, Derek;QB;oak;a;det;7.56;7700
11;2015;1231;Rivers, Philip;QB;sdg;h;kan;6.92;8300
11;2015;1435;Keenum, Case;QB;stl;a;bal;5.44;4800
11;2015;1239;Anderson, Derek;QB;car;h;was;0.2;5000
11;2015;1213;Hill, Shaun;QB;min;h;gnb;0;5600
11;2015;5071;Webb, Joe;QB;car;h;was;0;5000
11;2015;5402;Rawls, Thomas;RB;sea;h;sfo;39;5600
11;2015;2858;Martin, Doug;RB;tam;a;phi;23.5;6600
11;2015;2914;Ware, Spencer;RB;kan;a;sdg;22.6;4700
11;2015;2707;McCoy, LeSean;RB;buf;a;nwe;21.3;7500
11;2015;2535;Bradshaw, Ahmad;RB;ind;a;atl;19.2;5000
11;2015;2889;Bernard, Giovani;RB;cin;a;ari;18.6;6300
11;2015;2612;Stewart, Jonathan;RB;car;h;was;17.9;7000
11;2015;2954;White, James;RB;nwe;h;buf;17.6;5100
11;2015;2960;Blue, Alfred;RB;hou;h;nyj;16.7;5700
