Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
16;2015;1415;Cousins, Kirk;QB;was;a;phi;32.2;7500
16;2015;1442;Bortles, Blake;QB;jac;a;nor;31.22;8200
16;2015;1151;Brees, Drew;QB;nor;h;jac;28.18;8200
16;2015;1242;Fitzpatrick, Ryan;QB;nyj;h;nwe;23.14;7700
16;2015;1340;Stafford, Matthew;QB;det;h;sfo;21.14;7600
16;2015;1411;Weeden, Brandon;QB;hou;a;ten;21.1;6300
16;2015;1412;Wilson, Russell;QB;sea;h;stl;20.46;8800
16;2015;1465;Winston, Jameis;QB;tam;h;chi;19.8;7300
16;2015;1207;Palmer, Carson;QB;ari;h;gnb;17.6;8700
16;2015;1344;Bradford, Sam;QB;phi;h;was;17.6;6300
16;2015;1254;Smith, Alex;QB;kan;h;cle;17.4;6800
16;2015;1414;Osweiler, Brock;QB;den;h;cin;16.46;6800
16;2015;1441;Carr, Derek;QB;oak;h;sdg;16.16;7400
16;2015;1381;Gabbert, Blaine;QB;sfo;a;det;15.9;6100
16;2015;1438;Manziel, Johnny;QB;cle;a;kan;15.24;6000
16;2015;1231;Rivers, Philip;QB;sdg;a;oak;15.08;7600
16;2015;1410;Tannehill, Ryan;QB;mia;h;ind;14.96;6900
16;2015;1401;Mallett, Ryan;QB;bal;h;pit;14.96;0
16;2015;1301;Ryan, Matt;QB;atl;h;car;14.34;6800
16;2015;1378;Newton, Cam;QB;car;a;atl;14.28;9300
16;2015;1400;Taylor, Tyrod;QB;buf;h;dal;12.86;7700
16;2015;1263;Cutler, Jay;QB;chi;a;tam;12.34;6900
16;2015;1131;Brady, Tom;QB;nwe;a;nyj;12.14;8800
16;2015;1467;McCarron, A.J.;QB;cin;a;den;12.1;6000
16;2015;1439;Bridgewater, Teddy;QB;min;h;nyg;11.92;6600
16;2015;1440;Mettenberger, Zach;QB;ten;h;hou;10.36;6000
16;2015;1225;Manning, Eli;QB;nyg;a;min;10.36;7400
16;2015;1252;Rodgers, Aaron;QB;gnb;a;ari;8.94;8500
16;2015;1435;Keenum, Case;QB;stl;a;sea;8.52;6000
16;2015;1422;Nassib, Ryan;QB;nyg;a;min;6.72;5000
16;2015;1458;Moore, Kellen;QB;dal;a;buf;6.34;6000
16;2015;1232;Roethlisberger, Ben;QB;pit;a;bal;5.8;8900
16;2015;1060;Hasselbeck, Matt;QB;ind;a;mia;3.96;6000
16;2015;1272;Whitehurst, Charlie;QB;ind;a;mia;3.02;6000
16;2015;1433;Tolzien, Scott;QB;gnb;a;ari;0.16;5000
16;2015;5071;Webb, Joe;QB;car;a;atl;0;5000
16;2015;1290;Stanton, Drew;QB;ari;h;gnb;-0.04;5000
16;2015;1213;Hill, Shaun;QB;min;h;nyg;-0.4;5000
16;2015;2604;Hightower, Tim;RB;nor;h;jac;30.4;6300
16;2015;2500;Williams, DeAngelo;RB;pit;a;bal;30.3;7400
16;2015;2935;McKinnon, Jerick;RB;min;h;nyg;22.7;5400
16;2015;2467;Gore, Frank;RB;ind;a;mia;22.5;6000
16;2015;2899;Murray, Latavius;RB;oak;h;sdg;20.2;6100
16;2015;5395;Johnson, David;RB;ari;h;gnb;20.2;7300
16;2015;5370;Allen, Javorius;RB;bal;h;pit;19.9;5800
16;2015;2931;Sims, Charles;RB;tam;h;chi;19.2;5000
16;2015;2553;Peterson, Adrian;RB;min;h;nyg;18.4;8200
16;2015;2894;Gillislee, Mike;RB;buf;h;dal;17.9;5300
16;2015;2930;Freeman, Devonta;RB;atl;h;car;16.5;8500
16;2015;2992;Gurley, Todd;RB;stl;a;sea;15.7;8300
16;2015;2896;Lacy, Eddie;RB;gnb;a;ari;15.3;6300
16;2015;2859;Miller, Lamar;RB;mia;h;ind;15.2;6500
16;2015;2869;Cadet, Travaris;RB;nor;h;jac;15;4500
16;2015;2969;Crowell, Isaiah;RB;cle;a;kan;14.8;5600
16;2015;2689;Woodhead, Danny;RB;sdg;a;oak;14.8;5900
16;2015;5372;Williams, Karlos;RB;buf;h;dal;14.7;5400
16;2015;2658;Jennings, Rashad;RB;nyg;a;min;14.6;5700
16;2015;2972;Carey, Ka'Deem;RB;chi;a;tam;14.2;4600
16;2015;2831;Murray, DeMarco;RB;phi;h;was;12.6;5700
16;2015;2924;Anderson, C.J.;RB;den;h;cin;12.6;5500
16;2015;2705;Brown, Donald;RB;sdg;a;oak;12.5;4900
16;2015;2598;Thomas, Pierre;RB;was;a;phi;12.4;4500
16;2015;2907;Riddick, Theo;RB;det;h;sfo;11.8;5400
16;2015;2954;White, James;RB;nwe;a;nyj;11.7;6600
16;2015;2819;Powell, Bilal;RB;nyj;h;nwe;11.5;5900
16;2015;2603;McFadden, Darren;RB;dal;a;buf;10.3;7000
16;2015;2484;Sproles, Darren;RB;phi;h;was;10;5600
16;2015;2901;Robinson, Denard;RB;jac;a;nor;9.6;6400
16;2015;2613;Forte, Matt;RB;chi;a;tam;9.2;8100
16;2015;2719;Bell, Joique;RB;det;h;sfo;9.2;5300
16;2015;2856;Hillman, Ronnie;RB;den;h;cin;9.2;6200
16;2015;2802;Harris, DuJuan;RB;sfo;a;det;8.9;0
16;2015;2754;Mathews, Ryan;RB;phi;h;was;8.8;5400
16;2015;2874;Bolden, Brandon;RB;nwe;a;nyj;8.5;5300
16;2015;5371;Langford, Jeremy;RB;chi;a;tam;8.3;5100
16;2015;2908;Juszczyk, Kyle;RB;bal;h;pit;8;4600
16;2015;2858;Martin, Doug;RB;tam;h;chi;8;8100
16;2015;2520;Jackson, Fred;RB;sea;h;stl;7.9;5100
16;2015;2915;Thompson, Chris;RB;was;a;phi;7.7;4800
16;2015;5401;Hayne, Jarryd;RB;sfo;a;det;7.2;0
16;2015;2928;Hill, Jeremy;RB;cin;a;den;7.1;6100
16;2015;2927;Sankey, Bishop;RB;ten;h;hou;6.9;4500
16;2015;2995;Abdullah, Ameer;RB;det;h;sfo;6.8;5300
16;2015;2987;West, Charcandrick;RB;kan;h;cle;6.6;6700
16;2015;2889;Bernard, Giovani;RB;cin;a;den;6.3;5500
16;2015;2741;Ivory, Chris;RB;nyj;h;nwe;6.2;6900
16;2015;2999;Artis-Payne, Cameron;RB;car;a;atl;6.1;5600
16;2015;2997;Johnson, Duke;RB;cle;a;kan;5.6;5700
16;2015;2960;Blue, Alfred;RB;hou;a;ten;5.5;5700
16;2015;2892;Ellington, Andre;RB;ari;h;gnb;5;5200
16;2015;2871;Morris, Alfred;RB;was;a;phi;4.9;5800
16;2015;2957;Williams, Damien;RB;mia;h;ind;4.8;4600
16;2015;2916;Whittaker, Fozzy;RB;car;a;atl;4.8;4700
16;2015;2929;West, Terrance;RB;bal;h;pit;4.2;5200
16;2015;2647;Tolbert, Mike;RB;car;a;atl;3.9;4800
16;2015;2879;Polk, Chris;RB;hou;a;ten;3.8;5000
16;2015;2829;Ridley, Stevan;RB;nyj;h;nwe;3.6;4500
16;2015;2830;Vereen, Shane;RB;nyg;a;min;3.4;5300
16;2015;2918;Williams, Kerwynn;RB;ari;h;gnb;3.3;4800
16;2015;2953;Gray, Jonas;RB;jac;a;nor;3.1;4500
16;2015;2898;Michael, Christine;RB;sea;h;stl;3;5500
16;2015;2976;Darkwa, Orleans;RB;nyg;a;min;2.9;4500
16;2015;2911;Cunningham, Benny;RB;stl;a;sea;2.9;4500
16;2015;2979;Johnson, Austin;RB;nor;h;jac;2.9;0
16;2015;2881;Grimes, Jonathan;RB;hou;a;ten;2.5;4500
16;2015;2998;Ajayi, Jay;RB;mia;h;ind;2.3;5400
16;2015;2867;Turbin, Robert;RB;dal;a;buf;2.3;4900
16;2015;2996;Cobb, David;RB;ten;h;hou;2.1;4500
16;2015;2418;Jackson, Steven;RB;nwe;a;nyj;1.5;0
16;2015;2914;Ware, Spencer;RB;kan;h;cle;1.5;5400
16;2015;2855;Herron, Dan;RB;ind;a;mia;1.4;4500
16;2015;2873;Asiata, Matt;RB;min;h;nyg;1.4;5200
16;2015;5431;Hunt, Akeem;RB;hou;a;ten;1.4;4800
16;2015;2890;Burkhead, Rex;RB;cin;a;den;1.3;4500
16;2015;2665;Reece, Marcel;RB;oak;h;sdg;1.3;4700
16;2015;5426;Gaskins, Kendall;RB;sfo;a;det;1.2;4900
16;2015;2932;Mason, Tre;RB;stl;a;sea;1.1;4600
16;2015;2820;Jones, Taiwan;RB;oak;h;sdg;1;4500
16;2015;2851;Brown, Bryce;RB;sea;h;stl;0.9;5000
16;2015;2990;Toussaint, Fitzgerald;RB;pit;a;bal;0.6;4500
16;2015;2934;Williams, Andre;RB;nyg;a;min;0.5;4500
16;2015;2549;Kuhn, John;RB;gnb;a;ari;0.3;4500
16;2015;2912;Line, Zach;RB;min;h;nyg;0.3;0
16;2015;5375;Ward, Terron;RB;atl;h;car;0.3;4500
16;2015;5414;Mostert, Raheem;RB;cle;a;kan;0;4500
16;2015;2834;Miller, Bruce;RB;sfo;a;det;0;4500
16;2015;2791;Young, Darrel;RB;was;a;phi;0;4500
16;2015;2903;Taylor, Stepfan;RB;ari;h;gnb;0;4500
16;2015;2910;Bohanon, Tommy;RB;nyj;h;nwe;0;4500
16;2015;2863;Rainey, Bobby;RB;tam;h;chi;0;4500
16;2015;2624;Felton, Jerome;RB;buf;h;dal;0;4500
16;2015;2965;Thompson, Juwan;RB;den;h;cin;0;4600
16;2015;2978;Hewitt, Ryan;RB;cin;a;den;0;4500
16;2015;5438;Iosefa, Joey;RB;nwe;a;nyj;0;5300
16;2015;3191;Smith, Rod;RB;dal;a;buf;0;4500
16;2015;2805;DiMarco, Patrick;RB;atl;h;car;0;4500
16;2015;2909;Coleman, Derrick;RB;sea;h;stl;0;4600
16;2015;2730;Dixon, Anthony;RB;buf;h;dal;0;4500
16;2015;2891;Davis, Knile;RB;kan;h;cle;0;4500
16;2015;2913;Olawale, Jamize;RB;oak;h;sdg;0;4500
16;2015;5434;Crockett, John;RB;gnb;a;ari;-0.1;4500
16;2015;2887;Barner, Kenjon;RB;phi;h;was;-0.2;4600
16;2015;2777;Starks, James;RB;gnb;a;ari;-0.9;5600
16;2015;2940;Andrews, Antonio;RB;ten;h;hou;-1.9;5300
16;2015;2986;Tukuafu, Will;RB;sea;h;stl;-2.5;0
16;2015;5089;Jones, Julio;WR;atl;h;car;28.3;8600
16;2015;3627;Marshall, Brandon;WR;nyj;h;nwe;27.5;8300
16;2015;5341;Hurns, Allen;WR;jac;a;nor;26.6;7100
16;2015;5258;Robinson, Allen;WR;jac;a;nor;24.1;8400
16;2015;5136;Baldwin, Doug;WR;sea;h;stl;21.8;7700
16;2015;5255;Cooks, Brandin;WR;nor;h;jac;21.8;7000
16;2015;5206;Hopkins, DeAndre;WR;hou;a;ten;21.2;8500
16;2015;5254;Matthews, Jordan;WR;phi;h;was;19.4;6400
16;2015;5097;Inman, Dontrelle;WR;sdg;a;oak;18.2;5400
16;2015;3754;Garcon, Pierre;WR;was;a;phi;17.5;5800
16;2015;3677;Johnson, Calvin;WR;det;h;sfo;16.7;7800
16;2015;5158;Randle, Rueben;WR;nyg;a;min;15;5700
16;2015;3983;Sanders, Emmanuel;WR;den;h;cin;14.7;7500
16;2015;5335;Landry, Jarvis;WR;mia;h;ind;14.6;7000
16;2015;5091;Green, A.J.;WR;cin;a;den;14.2;8400
16;2015;5148;Floyd, Michael;WR;ari;h;gnb;14.1;6300
16;2015;3830;Maclin, Jeremy;WR;kan;h;cle;13.4;6900
16;2015;3872;Crabtree, Michael;WR;oak;h;sdg;12.9;6500
16;2015;3824;Britt, Kenny;WR;stl;a;sea;12.4;5200
16;2015;3902;Decker, Eric;WR;nyj;h;nwe;12.2;7600
16;2015;3581;Washington, Nate;WR;hou;a;ten;11.7;5200
16;2015;5159;Sanu, Mohamed;WR;cin;a;den;11.4;4800
16;2015;5186;Kearse, Jermaine;WR;sea;h;stl;11.3;5800
16;2015;5380;Parker, DeVante;WR;mia;h;ind;11.3;6000
16;2015;5256;Lee, Marqise;WR;jac;a;nor;11;4800
16;2015;5252;Watkins, Sammy;WR;buf;h;dal;10.9;7700
16;2015;5155;Martin, Keshawn;WR;nwe;a;nyj;10.9;5400
16;2015;3501;Fitzgerald, Larry;WR;ari;h;gnb;10.9;7300
16;2015;5275;Aiken, Kamar;WR;bal;h;pit;10.6;6600
16;2015;5241;White, Myles;WR;nyg;a;min;10.4;0
16;2015;5264;Brown, John;WR;ari;h;gnb;10;6400
16;2015;3474;Brown, Antonio;WR;pit;a;bal;9.6;9300
16;2015;5287;Snead, Willie;WR;nor;h;jac;9.5;6000
16;2015;5219;Butler, Brice;WR;dal;a;buf;9.4;4500
16;2015;5422;Jones, T.J.;WR;det;h;sfo;9.4;
16;2015;3997;Thomas, Demaryius;WR;den;h;cin;9.4;7800
16;2015;5368;Matthews, Chris;WR;bal;h;pit;9.4;4500
16;2015;5113;Smith, Torrey;WR;sfo;a;det;9.3;5500
16;2015;3571;White, Roddy;WR;atl;h;car;9.2;5600
16;2015;3679;Jones, James;WR;gnb;a;ari;9.1;5600
16;2015;3731;Douglas, Harry;WR;ten;h;hou;8.9;5500
16;2015;5151;Hilton, T.Y.;WR;ind;a;mia;8.4;6800
16;2015;5216;Williams, Terrance;WR;dal;a;buf;8.2;4800
16;2015;5253;Evans, Mike;WR;tam;h;chi;8.1;8200
16;2015;3995;Tate, Golden;WR;det;h;sfo;7.9;6700
16;2015;5420;Enunwa, Quincy;WR;nyj;h;nwe;7.9;4900
16;2015;5394;McBride, Tre;WR;ten;h;hou;7.8;0
16;2015;5188;Wright, Jarius;WR;min;h;nyg;7.2;4600
16;2015;5265;Ellington, Bruce;WR;sfo;a;det;7;4500
16;2015;5408;Roberts, Seth;WR;oak;h;sdg;6.7;5400
16;2015;5326;Coleman, Brandon;WR;nor;h;jac;6.5;4800
16;2015;3497;Cotchery, Jerricho;WR;car;a;atl;6;5400
16;2015;3770;Jackson, DeSean;WR;was;a;phi;6;6800
16;2015;3547;Floyd, Malcom;WR;sdg;a;oak;5.7;5500
16;2015;5263;Adams, Davante;WR;gnb;a;ari;5.7;5600
16;2015;3828;Norwood, Jordan;WR;den;h;cin;5.7;4500
16;2015;5215;Wheaton, Markus;WR;pit;a;bal;5.6;6000
16;2015;5204;Givens, Chris;WR;bal;h;pit;5.5;4600
16;2015;5339;Wilson, Albert;WR;kan;h;cle;5.4;5100
16;2015;5362;Brown, Corey;WR;car;a;atl;5.4;5300
16;2015;3437;Johnson, Andre;WR;ind;a;mia;5.4;5100
16;2015;5276;Butler, Jeremy;WR;bal;h;pit;5.3;5600
16;2015;5433;Jennings, Darius;WR;cle;a;kan;5.2;4500
16;2015;3423;Boldin, Anquan;WR;sfo;a;det;5.2;5900
16;2015;5167;Hogan, Chris;WR;buf;h;dal;4.9;4800
16;2015;5386;Lockett, Tyler;WR;sea;h;stl;4.8;6200
16;2015;5168;Jones, Marvin;WR;cin;a;den;4.8;5900
16;2015;5177;Holmes, Andre;WR;oak;h;sdg;4.8;4900
16;2015;5225;Thompkins, Kenbrell;WR;nyj;h;nwe;4.7;4700
