Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
9;2015;1378;Newton, Cam;QB;car;h;gnb;34.58;7900
9;2015;1252;Rodgers, Aaron;QB;gnb;a;car;33.96;8900
9;2015;1466;Mariota, Marcus;QB;ten;a;nor;33.34;7100
9;2015;1151;Brees, Drew;QB;nor;h;ten;32.38;8500
9;2015;1441;Carr, Derek;QB;oak;a;pit;27.34;7000
9;2015;1241;Cassel, Matt;QB;dal;h;phi;24.66;6300
9;2015;1442;Bortles, Blake;QB;jac;a;nyj;22.44;7600
9;2015;1232;Roethlisberger, Ben;QB;pit;h;oak;22.36;8300
9;2015;1403;Dalton, Andy;QB;cin;h;cle;21.86;8200
9;2015;1409;Luck, Andrew;QB;ind;h;den;21.48;8700
9;2015;1242;Fitzpatrick, Ryan;QB;nyj;h;jac;18.88;7500
9;2015;1131;Brady, Tom;QB;nwe;h;was;18.86;9500
9;2015;1263;Cutler, Jay;QB;chi;a;sdg;18.6;7100
9;2015;1465;Winston, Jameis;QB;tam;h;nyg;18.36;6700
9;2015;1081;Manning, Peyton;QB;den;a;ind;17.24;7700
9;2015;1381;Gabbert, Blaine;QB;sfo;h;atl;16.6;5400
9;2015;1301;Ryan, Matt;QB;atl;a;sfo;16.32;8000
9;2015;1344;Bradford, Sam;QB;phi;a;dal;15.7;7600
9;2015;1400;Taylor, Tyrod;QB;buf;h;mia;15.64;7200
9;2015;1231;Rivers, Philip;QB;sdg;h;chi;15.2;8600
9;2015;1439;Bridgewater, Teddy;QB;min;h;stl;14.46;6700
9;2015;1225;Manning, Eli;QB;nyg;a;tam;14.42;7800
9;2015;1438;Manziel, Johnny;QB;cle;a;cin;13.82;6500
9;2015;1410;Tannehill, Ryan;QB;mia;a;buf;12.06;7400
9;2015;1415;Cousins, Kirk;QB;was;a;nwe;11.68;6600
9;2015;1413;Foles, Nick;QB;stl;a;min;6.92;6300
9;2015;1430;Jones, Landry;QB;pit;h;oak;3.16;6200
