Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
8;2015;1151;Brees, Drew;QB;nor;h;nyg;46.3;7900
8;2015;1225;Manning, Eli;QB;nyg;a;nor;38;7300
8;2015;1207;Palmer, Carson;QB;ari;a;cle;30.56;8100
8;2015;1131;Brady, Tom;QB;nwe;h;mia;30.34;9200
8;2015;1441;Carr, Derek;QB;oak;h;nyj;29.12;6800
8;2015;1254;Smith, Alex;QB;kan;h;det;27.6;6600
8;2015;1231;Rivers, Philip;QB;sdg;a;bal;24.04;8500
8;2015;1302;Flacco, Joe;QB;bal;h;sdg;22.96;7400
8;2015;1301;Ryan, Matt;QB;atl;h;tam;21.08;8000
8;2015;1426;Smith, Geno;QB;nyj;a;oak;21;0
8;2015;1263;Cutler, Jay;QB;chi;h;min;19.54;7300
8;2015;1465;Winston, Jameis;QB;tam;a;atl;19.48;6600
8;2015;1175;McCown, Josh;QB;cle;h;ari;19.24;6600
8;2015;1378;Newton, Cam;QB;car;h;ind;19.02;8000
8;2015;1409;Luck, Andrew;QB;ind;a;car;17.74;8800
8;2015;1336;Hoyer, Brian;QB;hou;h;ten;17.3;6900
8;2015;1412;Wilson, Russell;QB;sea;a;dal;14.6;7800
8;2015;1413;Foles, Nick;QB;stl;h;sfo;13.34;6200
8;2015;1081;Manning, Peyton;QB;den;h;gnb;12.6;7600
8;2015;1439;Bridgewater, Teddy;QB;min;a;chi;12.58;6900
8;2015;1403;Dalton, Andy;QB;cin;a;pit;11.64;8100
8;2015;1232;Roethlisberger, Ben;QB;pit;h;cin;11.48;8200
8;2015;1340;Stafford, Matthew;QB;det;a;kan;11.18;7500
8;2015;1410;Tannehill, Ryan;QB;mia;a;nwe;9.9;7700
8;2015;1404;Kaepernick, Colin;QB;sfo;a;stl;9.28;6600
8;2015;1241;Cassel, Matt;QB;dal;h;sea;8.18;6200
8;2015;1252;Rodgers, Aaron;QB;gnb;a;den;6.18;9000
8;2015;1440;Mettenberger, Zach;QB;ten;a;hou;3.84;6000
8;2015;1242;Fitzpatrick, Ryan;QB;nyj;a;oak;3.04;7400
8;2015;1438;Manziel, Johnny;QB;cle;h;ari;0.58;6600
8;2015;1249;Orlovsky, Dan;QB;det;a;kan;0.4;5000
8;2015;1334;Daniel, Chase;QB;kan;h;det;0.16;5000
8;2015;1433;Tolzien, Scott;QB;gnb;a;den;0;5100
8;2015;1227;McCown, Luke;QB;nor;h;nyg;0;5800
8;2015;5071;Webb, Joe;QB;car;h;ind;0;4800
8;2015;1452;Garoppolo, Jimmy;QB;nwe;h;mia;0;5000
8;2015;2992;Gurley, Todd;RB;stl;h;sfo;22.1;8100
8;2015;2987;West, Charcandrick;RB;kan;h;det;20.2;6600
8;2015;2816;Lewis, Dion;RB;nwe;h;mia;20.2;7000
8;2015;2856;Hillman, Ronnie;RB;den;h;gnb;18;6100
8;2015;2924;Anderson, C.J.;RB;den;h;gnb;17.1;6300
8;2015;2830;Vereen, Shane;RB;nyg;a;nor;16.3;5500
8;2015;2930;Freeman, Devonta;RB;atl;h;tam;16.1;9100
8;2015;2603;McFadden, Darren;RB;dal;h;sea;14.3;6400
8;2015;2793;Ingram, Mark;RB;nor;h;nyg;13.9;8000
8;2015;2500;Williams, DeAngelo;RB;pit;h;cin;13;5000
8;2015;2820;Jones, Taiwan;RB;oak;h;nyj;12.9;0
8;2015;2612;Stewart, Jonathan;RB;car;h;ind;12.8;6600
8;2015;2899;Murray, Latavius;RB;oak;h;nyj;12.4;6900
8;2015;2859;Miller, Lamar;RB;mia;a;nwe;11.9;7400
8;2015;2553;Peterson, Adrian;RB;min;a;chi;11.9;8900
8;2015;2896;Lacy, Eddie;RB;gnb;a;den;11.2;6700
8;2015;2467;Gore, Frank;RB;ind;a;car;10.7;6700
8;2015;2775;Spiller, C.J.;RB;nor;h;nyg;10.6;5100
8;2015;2940;Andrews, Antonio;RB;ten;a;hou;9.7;5300
8;2015;2960;Blue, Alfred;RB;hou;h;ten;9.7;6500
8;2015;2658;Jennings, Rashad;RB;nyg;a;nor;9.5;5700
8;2015;2552;Lynch, Marshawn;RB;sea;a;dal;9.2;8300
8;2015;2613;Forte, Matt;RB;chi;h;min;8.9;8200
8;2015;2991;Gordon, Melvin;RB;sdg;a;bal;8.6;6200
8;2015;2858;Martin, Doug;RB;tam;a;atl;8.3;7500
8;2015;2997;Johnson, Duke;RB;cle;h;ari;8.1;5800
8;2015;2642;Forsett, Justin;RB;bal;h;sdg;7.9;6900
8;2015;2721;Blount, LeGarrette;RB;nwe;h;mia;7.9;6200
8;2015;2907;Riddick, Theo;RB;det;a;kan;7.7;5300
8;2015;2928;Hill, Jeremy;RB;cin;a;pit;7.3;6300
8;2015;2914;Ware, Spencer;RB;kan;h;det;7.2;0
8;2015;2953;Gray, Jonas;RB;jac;h;-;7.1;5000
8;2015;2645;Johnson, Chris;RB;ari;a;cle;6.9;7300
8;2015;2888;Bell, Le'Veon;RB;pit;h;cin;6.8;8900
8;2015;2931;Sims, Charles;RB;tam;a;atl;6.1;5100
8;2015;5395;Johnson, David;RB;ari;a;cle;5.8;5100
8;2015;3953;McCluster, Dexter;RB;ten;a;hou;5.8;5200
8;2015;2932;Mason, Tre;RB;stl;h;sfo;5.7;4900
8;2015;2741;Ivory, Chris;RB;nyj;a;oak;5.6;7700
8;2015;2719;Bell, Joique;RB;det;a;kan;5.6;5200
8;2015;2689;Woodhead, Danny;RB;sdg;a;bal;5.5;6100
8;2015;5371;Langford, Jeremy;RB;chi;h;min;4.6;4700
8;2015;5370;Allen, Javorius;RB;bal;h;sdg;4.6;5000
8;2015;2647;Tolbert, Mike;RB;car;h;ind;4.5;5200
8;2015;2889;Bernard, Giovani;RB;cin;a;pit;4.4;6700
8;2015;2982;Oliver, Branden;RB;sdg;a;bal;4.4;5100
8;2015;2908;Juszczyk, Kyle;RB;bal;h;sdg;4.4;4500
8;2015;2665;Reece, Marcel;RB;oak;h;nyj;4.1;4800
8;2015;5426;Gaskins, Kendall;RB;sfo;a;stl;3.3;4500
8;2015;2969;Crowell, Isaiah;RB;cle;h;ari;3.1;5600
8;2015;2535;Bradshaw, Ahmad;RB;ind;a;car;3.1;5000
8;2015;5320;Davis, Mike;RB;sfo;a;stl;2.8;4500
8;2015;2777;Starks, James;RB;gnb;a;den;2.8;5800
8;2015;2879;Polk, Chris;RB;hou;h;ten;2.7;5300
8;2015;2978;Hewitt, Ryan;RB;cin;a;pit;2.7;0
8;2015;2920;Robinson, Khiry;RB;nor;h;nyg;2.7;5200
8;2015;2994;Coleman, Tevin;RB;atl;h;tam;2.6;5000
8;2015;2873;Asiata, Matt;RB;min;a;chi;2.6;4500
8;2015;2976;Darkwa, Orleans;RB;nyg;a;nor;2.3;5100
8;2015;2902;Stacy, Zac;RB;nyj;a;oak;2.3;4900
8;2015;2881;Grimes, Jonathan;RB;hou;h;ten;2.2;5300
8;2015;2898;Michael, Christine;RB;sea;a;dal;2;5400
8;2015;2935;McKinnon, Jerick;RB;min;a;chi;1.8;4900
8;2015;2520;Jackson, Fred;RB;sea;a;dal;1.4;6100
8;2015;5375;Ward, Terron;RB;atl;h;tam;1.3;4500
8;2015;2805;DiMarco, Patrick;RB;atl;h;tam;1.3;4500
8;2015;5402;Rawls, Thomas;RB;sea;a;dal;1;5000
8;2015;2891;Davis, Knile;RB;kan;h;det;0.9;4900
8;2015;2934;Williams, Andre;RB;nyg;a;nor;0.7;5400
8;2015;2954;White, James;RB;nwe;h;mia;0.3;5300
8;2015;2995;Abdullah, Ameer;RB;det;a;kan;0.3;5600
8;2015;2916;Whittaker, Fozzy;RB;car;h;ind;0.3;4700
8;2015;2867;Turbin, Robert;RB;dal;h;sea;0.3;4700
8;2015;5423;Harris, Alonzo;RB;gnb;a;den;0.2;5000
8;2015;2549;Kuhn, John;RB;gnb;a;den;0;4500
8;2015;2890;Burkhead, Rex;RB;cin;a;pit;0;4500
8;2015;2834;Miller, Bruce;RB;sfo;a;stl;0;4500
