TeamID,Name,Week,Team.x,Opp,Score,Comp.x,Att,Yds,TD,Int.x,Sck.x,FUM,Rate.x,Oppt.x,Avg,Rec,FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,Team.y,h.a,Oppt.y,FD.points,FD.salary,TeamID.y,Team,Rk.x,G.x,Pts.G.x,TotPts.x,Att.x,Att.G.x,Yds.x,Avg.x,Yds.G.x,TD.x,Lng.x,X1st.x,X1st..x,X20..x,X40..x,FUM.x,Rk.y,G.y,Pts.G.y,TotPts.y,Comp.y,Att.y,Pct,Att.G.y,Yds.y,Avg.y,Yds.G.y,TD.y,Int.y,X1st.y,X1st..y,Lng.y,X20..y,X40..y,Sck.y,Rate.y,Rk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Scored Labels
4,"Brown, John",3,ari,@ BUF,L  18-33,0,0,70,0,0,0,0,0,buf,11.7,6,0,0,0,0,0,2016,5264,WR,ARI,t,la,4.39999993642171,6200,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,10.0297498703003
4,"Catanzaro, Chandler",3,ari,@ BUF,L  18-33,0,0,0,0,0,0,0,0,buf,0,0,1,1,1,1,4,2016,6229,K,ARI,t,la,6.66666666666667,4600,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,3.56365633010864
4,"Fells, Darren",3,ari,@ BUF,L  18-33,0,0,15,0,0,0,0,0,buf,7.5,2,0,0,0,0,0,2016,4609,TE,ARI,t,la,3.79999995231628,4700,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,1.04833602905273
4,"Fitzgerald, Larry",3,ari,@ BUF,L  18-33,0,0,60,0,0,0,0,0,buf,8.6,7,0,0,0,0,0,2016,3501,WR,ARI,t,la,16.7333335876465,7500,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,8.91568470001221
4,"Floyd, Michael",3,ari,@ BUF,L  18-33,0,0,65,0,0,0,0,0,buf,16.2,4,0,0,0,0,0,2016,5148,WR,ARI,t,la,7.96666653951009,6500,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,7.06277704238892
4,"Gresham, Jermaine",3,ari,@ BUF,L  18-33,0,0,0,0,0,0,0,0,buf,0,0,0,0,0,0,0,2016,4493,TE,ARI,t,la,2.03333330154419,4500,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,-0.723500967025757
4,"Johnson, Chris",3,ari,@ BUF,L  18-33,0,2,5,0,0,0,0,0,buf,2.5,0,0,0,0,0,0,2016,2645,RB,ARI,t,la,4.03333346048991,4900,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,0.300850600004196
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,19,83,2,0,0,0,0,buf,4.4,0,0,0,0,0,0,2016,4450,RB,ARI,t,la,20.533332824707,8700,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,19.6587200164795
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,19,83,2,0,0,0,0,buf,4.4,0,0,0,0,0,0,2016,5395,RB,ARI,t,la,20.533332824707,8700,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,20.2941055297852
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,19,83,2,0,0,0,0,buf,4.4,0,0,0,0,0,0,2016,4450,TE,PIT,t,kc,1,4500,16,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,1.93711888790131
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,19,83,2,0,0,0,0,buf,4.4,0,0,0,0,0,0,2016,5395,TE,PIT,t,kc,1,4500,16,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,2.89361023902893
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,0,28,0,0,0,0,0,buf,9.3,3,0,0,0,0,0,2016,4450,RB,ARI,t,la,20.533332824707,8700,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,13.7203712463379
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,0,28,0,0,0,0,0,buf,9.3,3,0,0,0,0,0,2016,5395,RB,ARI,t,la,20.533332824707,8700,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,13.9208736419678
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,0,28,0,0,0,0,0,buf,9.3,3,0,0,0,0,0,2016,4450,TE,PIT,t,kc,1,4500,16,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,1.43070209026337
4,"Johnson, David",3,ari,@ BUF,L  18-33,0,0,28,0,0,0,0,0,buf,9.3,3,0,0,0,0,0,2016,5395,TE,PIT,t,kc,1,4500,16,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,2.16029119491577
4,"Palmer, Carson",3,ari,@ BUF,L  18-33,26,50,287,0,4,5,0,36,buf,0,0,0,0,0,0,0,2016,1207,QB,ARI,t,la,16.8600006103516,8000,17,Buffalo Bills,14,3,22.7,68,86,28.7,294,3.4,98,5,22T,16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,855,7.9,285,2,4,46,39.3,66T,13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,35:22,6,3,6.39420127868652
6,"Bailey, Dan",3,dal,vs CHI,W  31-17,0,0,0,0,0,0,0,0,chi,0,0,1,2,4,4,7,2016,6194,K,DAL,t,sf,11.3333333333333,4600,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,7.92340898513794
6,"Beasley, Cole",3,dal,vs CHI,W  31-17,0,0,73,0,0,0,0,0,chi,10.4,7,0,0,0,0,0,2016,5163,WR,DAL,t,sf,10.4333330790202,5200,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,12.1658163070679
6,"Butler, Brice",3,dal,vs CHI,W  31-17,0,0,0,0,0,0,0,0,chi,0,0,0,0,0,0,0,2016,5219,WR,DAL,t,sf,0.699999968210856,4500,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,-0.182480707764626
6,"Dunbar, Lance",3,dal,vs CHI,W  31-17,0,1,1,1,0,0,0,0,chi,1,0,0,0,0,0,0,2016,2880,RB,DAL,t,sf,4.13333320617676,4900,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,5.91817569732666
6,"Elliott, Ezekiel",3,dal,vs CHI,W  31-17,0,30,140,0,0,0,0,0,chi,4.7,0,0,0,0,0,0,2016,5444,RB,DAL,t,sf,14.1333338419596,8100,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,13.7930955886841
6,"Elliott, Ezekiel",3,dal,vs CHI,W  31-17,0,0,20,0,0,0,0,0,chi,10,2,0,0,0,0,0,2016,5444,RB,DAL,t,sf,14.1333338419596,8100,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,16.4005641937256
6,"Morris, Alfred",3,dal,vs CHI,W  31-17,0,5,19,1,0,0,0,0,chi,3.8,0,0,0,0,0,0,2016,2871,RB,DAL,t,sf,6.26666641235352,5200,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,7.8336238861084
6,"Morris, Alfred",3,dal,vs CHI,W  31-17,0,0,2,0,0,0,0,0,chi,2,1,0,0,0,0,0,2016,2871,RB,DAL,t,sf,6.26666641235352,5200,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,4.17592287063599
6,"Prescott, Dak",3,dal,vs CHI,W  31-17,19,24,248,1,0,0,0,123.6,chi,0,0,0,0,0,0,0,2016,1501,QB,DAL,t,sf,17.3600006103516,7200,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,23.1238346099854
6,"Prescott, Dak",3,dal,vs CHI,W  31-17,0,4,36,1,0,0,0,0,chi,9,0,0,0,0,0,0,2016,1501,QB,DAL,t,sf,17.3600006103516,7200,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,22.7361164093018
6,"Swaim, Geoff",3,dal,vs CHI,W  31-17,0,0,0,0,0,0,0,0,chi,0,0,0,0,0,0,0,2016,4668,TE,DAL,t,sf,2.16666666666667,4500,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,0.183796733617783
6,"Whitehead, Lucky",3,dal,vs CHI,W  31-17,0,1,3,0,0,0,0,0,chi,3,0,0,0,0,0,0,2016,5400,WR,DAL,t,sf,0.100000003973643,4500,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,0.803540587425232
6,"Williams, Terrance",3,dal,vs CHI,W  31-17,0,0,88,0,0,0,1,0,chi,22,4,0,0,0,0,0,2016,5216,WR,DAL,t,sf,6.84999990463257,4600,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,9.90942096710205
6,"Witten, Jason",3,dal,vs CHI,W  31-17,0,0,25,0,0,0,0,0,chi,12.5,2,0,0,0,0,0,2016,4262,TE,DAL,t,sf,7.06666692097982,6000,28,Chicago Bears,30,3,27.7,83,108,36,428,4,142.7,5,30,26,24.1,2,0,1,10,3,27.7,83,62,93,66.7,31,643,7.2,214.3,4,1,34,36.6,47,8,1,4,97.5,16,3,27.7,83,205,357,5.2,21,20,46,44,4,4,100,15,148,35:54,2,1,4.01376867294312
7,"Anderson, C.J.",3,den,@ CIN,W  29-17,0,14,37,0,0,0,0,0,cin,2.6,0,0,0,0,0,0,2016,2924,RB,DEN,t,tb,16.4333330790202,7900,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,5.10192108154297
7,"Anderson, C.J.",3,den,@ CIN,W  29-17,0,0,4,0,0,0,0,0,cin,4,1,0,0,0,0,0,2016,2924,RB,DEN,t,tb,16.4333330790202,7900,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,6.19135618209839
7,"Booker, Devontae",3,den,@ CIN,W  29-17,0,4,8,0,0,0,0,0,cin,2,0,0,0,0,0,0,2016,5468,RB,DEN,t,tb,2.46666669845581,5200,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,3.30649638175964
7,"Booker, Devontae",3,den,@ CIN,W  29-17,0,0,17,0,0,0,0,0,cin,17,1,0,0,0,0,0,2016,5468,RB,DEN,t,tb,2.46666669845581,5200,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,3.67598843574524
7,"Fowler, Bennie",3,den,@ CIN,W  29-17,0,0,13,0,0,0,0,0,cin,13,1,0,0,0,0,0,2016,5353,WR,DEN,t,tb,1.79999995231628,4500,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,1.69111788272858
7,"Janovich, Andy",3,den,@ CIN,W  29-17,0,1,2,0,0,0,0,0,cin,2,0,0,0,0,0,0,2016,5482,RB,DEN,t,tb,4.13333320617676,4500,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,1.22333538532257
7,"Janovich, Andy",3,den,@ CIN,W  29-17,0,0,13,0,0,0,0,0,cin,13,1,0,0,0,0,0,2016,5482,RB,DEN,t,tb,4.13333320617676,4500,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,2.1023473739624
7,"Latimer, Cody",3,den,@ CIN,W  29-17,0,0,10,0,0,0,0,0,cin,10,1,0,0,0,0,0,2016,5268,WR,DEN,t,tb,1.85000002384186,4500,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,1.42670428752899
7,"McManus, Brandon",3,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,1,1,2,3,5,2016,6227,K,DEN,t,tb,7.66666666666667,4800,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,7.58054685592651
7,"Norwood, Jordan",3,den,@ CIN,W  29-17,0,1,0,0,0,0,0,0,cin,0,0,0,0,0,0,0,2016,3828,WR,DEN,t,tb,1.30000003178914,4600,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,-0.276004105806351
7,"Norwood, Jordan",3,den,@ CIN,W  29-17,0,0,0,0,0,0,0,0,cin,0,0,0,0,0,0,0,2016,3828,WR,DEN,t,tb,1.30000003178914,4600,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,-0.435839593410492
7,"Phillips, John",3,den,@ CIN,W  29-17,0,0,9,1,0,0,0,0,cin,4.5,2,0,0,0,0,0,2016,4433,TE,DEN,t,tb,7.90000009536743,4700,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,8.00836181640625
7,"Sanders, Emmanuel",3,den,@ CIN,W  29-17,0,0,117,2,0,0,0,0,cin,13,9,0,0,0,0,0,2016,3983,WR,DEN,t,tb,13.6666666666667,6900,30,Cincinnati Bengals,18,3,25,75,89,29.7,328,3.7,109.3,0,16,17,19.1,0,0,1,13,3,25,75,61,107,57,35.7,741,7.1,247,9,3,36,33.6,55T,10,4,4,95.5,15,3,25,75,200,356.3,5.3,20.7,17,41,42,0,1,0,17,190,31:54,3,1,22.5348339080811
