"","TeamID","Name","Week","Team.x","Opp","Score","Comp.x","Att","Yds","TD","Int.x","Sck.x","FUM","Rate.x","Oppt.x","Avg","Rec","FG.Made","FG.Att","XP.Made","XP.Att","Pts","Year","GID","Pos","Team.y","h.a","Oppt.y","FD.points","FD.salary","TeamID.y","Team","Rk.x","G.x","Pts.G.x","TotPts.x","Att.x","Att.G.x","Yds.x","Avg.x","Yds.G.x","TD.x","Lng.x","X1st.x","X1st..x","X20..x","X40..x","FUM.x","Rk.y","G.y","Pts.G.y","TotPts.y","Comp.y","Att.y","Pct","Att.G.y","Yds.y","Avg.y","Yds.G.y","TD.y","Int.y","X1st.y","X1st..y","Lng.y","X20..y","X40..y","Sck.y","Rate.y","Rk","G","Pts.G","TotPts","Scrm.Plys","Yds.G","Yds.P","X1st.G","X3rd.Md","X3rd.Att","X3rd.Pct","X4th.Md","X4th.Att","X4th.Pct","Pen","Pen.Yds","ToP.G","FUM.y","Lost"
"1",4,"Brown, Jaron",3,"ari","@ BUF","L  18-33",0,0,49,0,0,0,0,0,"buf",16.3,3,0,0,0,0,0,2016,5229,"WR","ARI","t","la","7.83333333333333","4700",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"2",4,"Brown, John",3,"ari","@ BUF","L  18-33",0,0,70,0,0,0,0,0,"buf",11.7,6,0,0,0,0,0,2016,5264,"WR","ARI","t","la","4.39999993642171","6200",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"3",4,"Catanzaro, Chandler",3,"ari","@ BUF","L  18-33",0,0,0,0,0,0,0,0,"buf",0,0,1,1,1,1,4,2016,6229,"K","ARI","t","la","6.66666666666667","4600",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"4",4,"Fells, Darren",3,"ari","@ BUF","L  18-33",0,0,15,0,0,0,0,0,"buf",7.5,2,0,0,0,0,0,2016,4609,"TE","ARI","t","la","3.79999995231628","4700",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"5",4,"Fitzgerald, Larry",3,"ari","@ BUF","L  18-33",0,0,60,0,0,0,0,0,"buf",8.6,7,0,0,0,0,0,2016,3501,"WR","ARI","t","la","16.7333335876465","7500",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"6",4,"Floyd, Michael",3,"ari","@ BUF","L  18-33",0,0,65,0,0,0,0,0,"buf",16.2,4,0,0,0,0,0,2016,5148,"WR","ARI","t","la","7.96666653951009","6500",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"7",4,"Gresham, Jermaine",3,"ari","@ BUF","L  18-33",0,0,0,0,0,0,0,0,"buf",0,0,0,0,0,0,0,2016,4493,"TE","ARI","t","la","2.03333330154419","4500",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"8",4,"Johnson, Chris",3,"ari","@ BUF","L  18-33",0,2,5,0,0,0,0,0,"buf",2.5,0,0,0,0,0,0,2016,2645,"RB","ARI","t","la","4.03333346048991","4900",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"9",4,"Johnson, David",3,"ari","@ BUF","L  18-33",0,19,83,2,0,0,0,0,"buf",4.4,0,0,0,0,0,0,2016,4450,"RB","ARI","t","la","20.533332824707","8700",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
"10",4,"Johnson, David",3,"ari","@ BUF","L  18-33",0,19,83,2,0,0,0,0,"buf",4.4,0,0,0,0,0,0,2016,5395,"RB","ARI","t","la","20.533332824707","8700",17,"Buffalo Bills",14,3,22.7,68,86,28.7,294,3.4,98,5,"22T",16,18.6,1,0,2,22,3,22.7,68,72,117,61.5,39,"855",7.9,285,2,4,46,39.3,"66T",13,1,10,77.5,23,3,22.7,68,213,383,5.4,23.7,19,43,44,0,2,0,21,135,"35:22",6,3
