TeamID,Name,Week,Team.x,Opp,Score,Comp.x,Att,Yds,TD,Int.x,Sck.x,FUM,Rate.x,Oppt.x,Avg,Rec,FG.Made,FG.Att,XP.Made,XP.Att,Pts,Year,GID,Pos,Team.y,h.a,Oppt.y,FD.points,FD.salary,TeamID.y,Team,Rk.x,G.x,Pts.G.x,TotPts.x,Att.x,Att.G.x,Yds.x,Avg.x,Yds.G.x,TD.x,Lng.x,X1st.x,X1st..x,X20..x,X40..x,FUM.x,Rk.y,G.y,Pts.G.y,TotPts.y,Comp.y,Att.y,Pct,Att.G.y,Yds.y,Avg.y,Yds.G.y,TD.y,Int.y,X1st.y,X1st..y,Lng.y,X20..y,X40..y,Sck.y,Rate.y,Rk,G,Pts.G,TotPts,Scrm.Plys,Yds.G,Yds.P,X1st.G,X3rd.Md,X3rd.Att,X3rd.Pct,X4th.Md,X4th.Att,X4th.Pct,Pen,Pen.Yds,ToP.G,FUM.y,Lost,Scored Label Mean,Scored Label Standard Deviation
1,"Carpenter, Dan",3,buf,vs ARI,W  33-18,0,0,0,0,0,0,0,0,ari,0,0,2,2,3,4,9,2016,6163,K,BUF,t,ne,6,4500,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,8.68793103448276,3.71529724196727
1,"Gillislee, Mike",3,buf,vs ARI,W  33-18,0,3,20,0,0,0,0,0,ari,6.7,0,0,0,0,0,0,2016,2894,RB,BUF,t,ne,3.46666653951009,4900,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,3.80922634073358,3.82883845076942
1,"Goodwin, Marquise",3,buf,vs ARI,W  33-18,0,0,6,0,0,0,0,0,ari,6,1,0,0,0,0,0,2016,5205,WR,BUF,t,ne,9.64999961853027,5300,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,2.35009807148605,3.265779015405
1,"McCoy, LeSean",3,buf,vs ARI,W  33-18,0,17,110,2,0,0,0,0,ari,6.5,0,0,0,0,0,0,2016,2707,RB,BUF,t,ne,17.033332824707,7600,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,21.3966283524904,5.74840172147112
1,"McCoy, LeSean",3,buf,vs ARI,W  33-18,0,0,6,0,0,0,0,0,ari,2,3,0,0,0,0,0,2016,2707,RB,BUF,t,ne,17.033332824707,7600,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,14.7763218390805,9.13011815985604
1,"O'Leary, Nick",3,buf,vs ARI,W  33-18,0,0,28,0,0,0,0,0,ari,28,1,0,0,0,0,0,2016,4661,TE,BUF,t,ne,1.64999997615814,4500,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,3.48917311752287,2.2096453649367
1,"Taylor, Tyrod",3,buf,vs ARI,W  33-18,14,25,119,0,1,4,0,51.9,ari,0,0,0,0,0,0,0,2016,1400,QB,BUF,t,ne,16.0933329264323,7600,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,13.3330957854406,6.02549274882093
1,"Taylor, Tyrod",3,buf,vs ARI,W  33-18,0,9,76,1,0,0,0,0,ari,8.4,0,0,0,0,0,0,2016,1400,QB,BUF,t,ne,16.0933329264323,7600,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,16.5163200570257,5.0850110683062
1,"Woods, Robert",3,buf,vs ARI,W  33-18,0,0,51,0,0,0,0,0,ari,8.5,6,0,0,0,0,0,2016,5217,WR,BUF,t,ne,4.53333346048991,5400,20,Arizona Cardinals,28,3,21,63,84,28,399,4.8,133,4,49,23,27.4,4,1,5,6,3,21,63,65,110,59.1,36.7,567,5.7,189,2,5,30,27.3,37T,7,0,9,62.2,9,3,21,63,203,322,4.8,18.7,19,42,45,0,1,0,22,183,30:19,7,3,7.96172425450561,3.34572592554949
3,"Bortles, Blake",3,jax,vs BAL,L  17-19,24,38,194,2,3,4,0,60.6,bal,0,0,0,0,0,0,0,2016,1442,QB,JAC,t,ind,17.0066668192546,7700,14,Baltimore Ravens,8,3,14.7,44,68,22.7,258,3.8,86,2,85T,8,11.8,1,1,1,3,3,14.7,44,59,93,63.4,31,505,6.1,168.3,4,5,32,34.4,47,5,1,9,72.2,2,3,14.7,44,170,254.3,4.5,14,17,44,39,3,3,100,23,223,28:21,3,0,14.9549961685824,5.32117938265019
