"","TeamID","Name","Team.x","Opp","Score","Sacks","Sack.Yds","QB.Hits","Tackles","Assists","Fumbles.Forced","Fumbles.Recovered","Team.y","Rk.x","G.x","Pts.G.x","TotPts.x","Att.x","Att.G.x","Yds.x","Avg.x","Yds.G.x","TD.x","Lng.x","X1st.x","X1st..x","X20..x","X40..x","FUM.x","Rk.y","G.y","Pts.G.y","TotPts.y","Comp","Att.y","Pct","Att.G.y","Yds.y","Avg.y","Yds.G.y","TD.y","Int","X1st.y","X1st..y","Lng.y","X20..y","X40..y","Sck","Rate","k","G","Pts.G","TotPts","Scrm.Plys","Yds.G","Yds.P","X1st.G","X3rd.Md","X3rd.Att","X3rd.Pct","X4th.Md","X4th.Att","X4th.Pct","Pen","Pen.Yds","ToP.G","FUM.y","Lost","Year","Rk"
"151",10,"DeMarcus Ware","den","vs IND","W  34-20",0.5,3.5,1,0,1,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"152",10,"DeMarcus Ware","den","vs IND","W  34-20",0.5,3.5,1,0,1,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"153",10,"Zaire Anderson","den","vs IND","W  34-20",0,0,0,0,0,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"154",10,"Zaire Anderson","den","vs IND","W  34-20",0,0,0,0,0,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"155",10,"Shaquil Barrett","den","vs IND","W  34-20",0,0,0,1,0,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"156",10,"Shaquil Barrett","den","vs IND","W  34-20",0,0,0,1,0,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"157",10,"Shane Ray","den","@ CIN","W  29-17",3,12,3,3,3,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"158",10,"Shane Ray","den","@ CIN","W  29-17",3,12,3,3,3,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"159",10,"Von Miller","den","@ CIN","W  29-17",1,5,1,1,1,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"160",10,"Von Miller","den","@ CIN","W  29-17",1,5,1,1,1,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"161",10,"Zaire Anderson","den","@ CIN","W  29-17",0,0,0,0,0,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"162",10,"Zaire Anderson","den","@ CIN","W  29-17",0,0,0,0,0,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"163",10,"Shaquil Barrett","den","@ CIN","W  29-17",0,0,0,1,0,0,0,"Denver Broncos",3,16,18.5,296,408,25.5,"1,337",3.3,83.6,10,"48T",81,19.9,5,1,4,1,16,18.5,296,344,573,60,35.8,"3,193",6.2,199.6,19,14,162,28.3,"80T",41,5,52,78.8,1,16,"18,5",296,"1,033",283.1,4.4,18.1,80,227,35,5,14,36,104,"773","30:37",27,13,2016,NA
"164",10,"Shaquil Barrett","den","@ CIN","W  29-17",0,0,0,1,0,0,0,"Denver Broncos",24,2,20,40,53,26.5,"240",4.5,120,2,"21",12,22.6,2,0,0,2,2,20,40,39,73,53.4,36.5,"346",5.4,173,2,2,23,31.5,"30",2,0,8,66.6,NA,2,"20",40,"134",293,4.4,20,15,29,52,1,1,100,16,"179","30:49",1,1,NA,6
"165",11,"Kerry Hyder","det","@ IND","W  39-35",2,17,2,2,1,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"166",11,"Kerry Hyder","det","@ IND","W  39-35",2,17,2,2,1,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"167",11,"Ezekiel Ansah","det","@ IND","W  39-35",0,0,2,1,1,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"168",11,"Ezekiel Ansah","det","@ IND","W  39-35",0,0,2,1,1,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"169",11,"Johnson Bademosi","det","@ IND","W  39-35",0,0,0,0,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"170",11,"Johnson Bademosi","det","@ IND","W  39-35",0,0,0,0,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"171",11,"Adairius Barnes","det","@ IND","W  39-35",0,0,0,0,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"172",11,"Adairius Barnes","det","@ IND","W  39-35",0,0,0,0,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"173",11,"Devin Taylor","det","vs TEN","L  15-16",1.5,8,2,4,3,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"174",11,"Devin Taylor","det","vs TEN","L  15-16",1.5,8,2,4,3,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"175",11,"Kerry Hyder","det","vs TEN","L  15-16",1,0,2,1,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"176",11,"Kerry Hyder","det","vs TEN","L  15-16",1,0,2,1,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"177",11,"Haloti Ngata","det","vs TEN","L  15-16",0.5,6,1,1,1,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"178",11,"Haloti Ngata","det","vs TEN","L  15-16",0.5,6,1,1,1,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"179",11,"Thurston Armbrister","det","vs TEN","L  15-16",0,0,0,3,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"180",11,"Thurston Armbrister","det","vs TEN","L  15-16",0,0,0,3,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"181",11,"Kerry Hyder","det","@ GB","L  27-34",1,4,1,2,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"182",11,"Kerry Hyder","det","@ GB","L  27-34",1,4,1,2,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"183",11,"Haloti Ngata","det","@ GB","L  27-34",1,0,0,1,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"184",11,"Haloti Ngata","det","@ GB","L  27-34",1,0,0,1,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"185",11,"Thurston Armbrister","det","@ GB","L  27-34",0,0,0,0,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"186",11,"Thurston Armbrister","det","@ GB","L  27-34",0,0,0,0,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"187",11,"Johnson Bademosi","det","@ GB","L  27-34",0,0,0,0,0,0,0,"Detroit Lions",19,16,25,400,428,26.8,"1,808",4.2,113,18,"75",96,22.4,14,5,7,14,16,25,400,360,528,68.2,33,"3,786",7.7,236.6,27,9,191,36.2,"61T",59,11,43,100.9,18,16,"25",400,"999",349.6,5.6,19.9,82,200,41,5,8,62,96,"785","29:17",24,9,2016,NA
"188",11,"Johnson Bademosi","det","@ GB","L  27-34",0,0,0,0,0,0,0,"Detroit Lions",20,2,25.5,51,43,21.5,"221",5.1,110.5,0,"67",13,30.2,1,1,0,23,2,25.5,51,56,80,70,40,"592",7.8,296,6,1,28,35,"51",8,1,5,112.7,NA,2,"25.5",51,"128",406.5,6.4,23.5,14,28,50,1,1,100,17,"128","30:08",1,0,NA,26
"189",12,"Morgan Burnett","gb","@ JAX","W  27-23",1,8,1,8,1,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"190",12,"Morgan Burnett","gb","@ JAX","W  27-23",1,8,1,8,1,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"191",12,"Clay Matthews","gb","@ JAX","W  27-23",1,10,1,3,0,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"192",12,"Clay Matthews","gb","@ JAX","W  27-23",1,10,1,3,0,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"193",12,"Nick Perry","gb","@ JAX","W  27-23",1,2,1,3,0,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"194",12,"Nick Perry","gb","@ JAX","W  27-23",1,2,1,3,0,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"195",12,"Julius Peppers","gb","@ MIN","L  14-17",1.5,11.5,4,1,1,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"196",12,"Julius Peppers","gb","@ MIN","L  14-17",1.5,11.5,4,1,1,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"197",12,"Mike Daniels","gb","@ MIN","L  14-17",1,9,4,3,1,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"198",12,"Mike Daniels","gb","@ MIN","L  14-17",1,9,4,3,1,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"199",12,"Clay Matthews","gb","@ MIN","L  14-17",1,7,1,3,0,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"200",12,"Clay Matthews","gb","@ MIN","L  14-17",1,7,1,3,0,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"201",12,"Nick Perry","gb","@ MIN","L  14-17",0.5,4.5,2,0,3,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"202",12,"Nick Perry","gb","@ MIN","L  14-17",0.5,4.5,2,0,3,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"203",12,"Davante Adams","gb","@ MIN","L  14-17",0,0,0,0,0,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"204",12,"Davante Adams","gb","@ MIN","L  14-17",0,0,0,0,0,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"205",12,"Nick Perry","gb","vs DET","W  34-27",2,8,2,6,1,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"206",12,"Nick Perry","gb","vs DET","W  34-27",2,8,2,6,1,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"207",12,"Kyler Fackrell","gb","vs DET","W  34-27",1,9,1,1,0,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"208",12,"Kyler Fackrell","gb","vs DET","W  34-27",1,9,1,1,0,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"209",12,"Chris Banjo","gb","vs DET","W  34-27",0,0,0,0,0,0,0,"Green Bay Packers",21,16,20.2,323,420,26.2,"1,905",4.5,119.1,13,"55",96,22.9,14,4,8,6,16,20.2,323,321,551,58.3,34.4,"3,642",7.1,227.6,20,16,183,33.2,"68",46,14,43,80.1,15,16,"20,2",323,"1,014",346.7,5.5,18.8,79,220,36,10,21,48,120,"1,107","29:52",19,6,2016,NA
"210",12,"Chris Banjo","gb","vs DET","W  34-27",0,0,0,0,0,0,0,"Green Bay Packers",1,2,20,40,48,24,"78",1.6,39,1,"12",6,12.5,0,0,0,19,2,20,40,46,70,65.7,35,"554",8.7,277,3,1,25,35.7,"46",9,2,7,101.2,NA,2,"20",40,"125",316,5.1,17.5,8,29,28,4,6,67,22,"216","30:50",3,1,NA,11
"211",13,"Whitney Mercilus","hou","vs CHI","W  23-14",2,16,2,2,2,1,0,"Houston Texans",10,16,19.6,313,388,24.2,"1,597",4.1,99.8,10,"85T",79,20.4,10,1,5,3,16,19.6,313,326,553,59,34.6,"3,366",6.6,210.4,24,14,173,31.3,"55",48,12,45,82.8,3,16,"19,6",313,"986",310.2,5,17.6,61,214,28,7,12,58,116,"991","29:12",20,11,2016,NA
"212",13,"Whitney Mercilus","hou","vs CHI","W  23-14",2,16,2,2,2,1,0,"Houston Texans",12,2,13,26,39,19.5,"192",4.9,96,1,"28",6,15.4,3,0,3,3,2,13,26,36,66,54.5,33,"357",6.1,178.5,1,1,20,30.3,"54",3,1,9,71.7,NA,2,"13",26,"114",274.5,4.8,14,7,27,26,0,2,0,13,"107","24:51",5,3,NA,3
"213",13,"A.J. Bouye","hou","vs CHI","W  23-14",1,6,1,3,0,0,0,"Houston Texans",10,16,19.6,313,388,24.2,"1,597",4.1,99.8,10,"85T",79,20.4,10,1,5,3,16,19.6,313,326,553,59,34.6,"3,366",6.6,210.4,24,14,173,31.3,"55",48,12,45,82.8,3,16,"19,6",313,"986",310.2,5,17.6,61,214,28,7,12,58,116,"991","29:12",20,11,2016,NA
"214",13,"A.J. Bouye","hou","vs CHI","W  23-14",1,6,1,3,0,0,0,"Houston Texans",12,2,13,26,39,19.5,"192",4.9,96,1,"28",6,15.4,3,0,3,3,2,13,26,36,66,54.5,33,"357",6.1,178.5,1,1,20,30.3,"54",3,1,9,71.7,NA,2,"13",26,"114",274.5,4.8,14,7,27,26,0,2,0,13,"107","24:51",5,3,NA,3
"215",13,"Jadeveon Clowney","hou","vs CHI","W  23-14",1,1,2,3,1,0,0,"Houston Texans",10,16,19.6,313,388,24.2,"1,597",4.1,99.8,10,"85T",79,20.4,10,1,5,3,16,19.6,313,326,553,59,34.6,"3,366",6.6,210.4,24,14,173,31.3,"55",48,12,45,82.8,3,16,"19,6",313,"986",310.2,5,17.6,61,214,28,7,12,58,116,"991","29:12",20,11,2016,NA
"216",13,"Jadeveon Clowney","hou","vs CHI","W  23-14",1,1,2,3,1,0,0,"Houston Texans",12,2,13,26,39,19.5,"192",4.9,96,1,"28",6,15.4,3,0,3,3,2,13,26,36,66,54.5,33,"357",6.1,178.5,1,1,20,30.3,"54",3,1,9,71.7,NA,2,"13",26,"114",274.5,4.8,14,7,27,26,0,2,0,13,"107","24:51",5,3,NA,3
