Mass	Polarity	Intensity	Start	End
544.3081055	Positive	68761.25464	2.960357105	3.260357105
544.3085938	Positive	218897.4353	8.81909395	9.11909395
544.3112183	Positive	149071.227	8.686606682	8.986606682
544.3115845	Positive	115242.1214	7.175532001	7.475532001
544.3196411	Positive	504583.8552	10.74621845	11.04621845
544.3199463	Positive	1126823.467	10.59325178	10.89325178
544.3212891	Positive	62073.5876	3.156629808	3.456629808
544.3321533	Positive	120168.4704	8.593330532	8.893330532
544.3321533	Positive	199596.8687	8.615339808	8.915339808
544.3356934	Positive	133346678.3	11.51314781	11.81314781
544.3356934	Positive	3479235.44	11.98363096	12.28363096
544.3362427	Positive	6031379.992	11.96273215	12.26273215
544.3599243	Positive	883224.5111	7.660736213	7.960736213
544.3609619	Positive	580769.4989	9.786653834	10.08665383
544.3622437	Positive	115872.0832	8.594427947	8.894427947
544.3626709	Positive	128069.8777	9.978994784	10.27899478
544.3700562	Positive	763403.9458	6.042729639	6.342729639
544.3810425	Positive	174194.4012	11.67829815	11.97829815
544.3840332	Positive	115362.2621	9.968650791	10.26865079
544.3845215	Positive	420611.943	12.37094039	12.67094039
544.3845215	Positive	423136.3506	12.39672935	12.69672935
544.3865967	Positive	1160919.143	10.58629442	10.88629442
544.3971558	Positive	904731.8902	11.62941149	11.92941149
544.399231	Positive	3755711.261	11.49959142	11.79959142
544.4000244	Positive	7283777.939	11.47130011	11.77130011
544.4049683	Positive	453858.64	9.429251475	9.729251475
544.4053345	Positive	187146.1264	9.006946161	9.306946161
544.406311	Positive	696437.6118	8.972797698	9.272797698
544.4186401	Positive	314375.3837	12.12087528	12.42087528
544.4202271	Positive	328142.3713	12.03722753	12.33722753
544.4212036	Positive	886183.9756	11.93728715	12.23728715
544.791687	Positive	68643.7049	5.776589984	6.076589984
544.7948608	Positive	720487.8559	2.84110899	3.14110899
544.8074951	Positive	1316028.78	8.287567706	8.587567706
544.8216553	Positive	102272.6095	3.175215512	3.475215512
544.8411255	Positive	103105.8592	8.897347948	9.197347948
545.0657349	Positive	1108654.812	0.169844731	0.469844731
545.1105957	Positive	138808.8341	8.255752881	8.555752881
545.1261597	Positive	2581627.548	5.811926028	6.111926028
545.1283569	Positive	617829.226	2.721367818	3.021367818
545.1289063	Positive	292510.5911	3.359802689	3.659802689
545.1291504	Positive	301303.8017	3.034501912	3.334501912
545.1549683	Positive	643740.6844	0.265531399	0.565531399
545.1602173	Positive	85488.62615	5.685379213	5.985379213
545.1608887	Positive	145859.4233	5.476081396	5.776081396
545.1624756	Positive	602794.6349	5.306685969	5.606685969
545.1657715	Positive	361064.0445	5.353597899	5.653597899
545.1696777	Positive	22925648.1	8.930957855	9.230957855
545.1699829	Positive	13127261.34	8.629491034	8.929491034
545.1702271	Positive	268736.7794	9.223074707	9.523074707
545.1832886	Positive	141440.58	4.029801105	4.329801105
545.1832886	Positive	163129.5162	4.253595342	4.553595342
545.1843872	Positive	339290.4218	2.734978997	3.034978997
545.1924438	Positive	489900.6986	8.451734693	8.751734693
545.1930542	Positive	150136.0458	8.189826119	8.489826119
545.1930542	Positive	661260.2611	8.377632493	8.677632493
545.1991577	Positive	172676.1825	4.81875019	5.11875019
545.1992798	Positive	195660.5466	4.736112743	5.036112743
545.2134399	Positive	99257.85962	5.13129316	5.43129316
545.2179565	Positive	114324.9146	2.983628309	3.283628309
545.2199707	Positive	1178408.355	3.43112172	3.73112172
545.2203979	Positive	225519.4513	3.296575655	3.596575655
545.2216187	Positive	584538.7801	4.942971915	5.242971915
545.237915	Positive	164553.3428	2.934919431	3.234919431
546.2540283	Positive	135244.6558	4.470769878	4.770769878
546.2538452	Positive	195873.9342	4.583911864	4.883911864
546.2538452	Positive	180052.9798	4.625465824	4.925465824
546.2540894	Positive	333213.0774	4.660292741	4.960292741
545.2709351	Positive	100767.3244	5.904992481	6.204992481
545.2709351	Positive	92515.7386	5.936353838	6.236353838
545.2749023	Positive	97373.6967	3.422671011	3.722671011
545.2752686	Positive	95354.58285	7.841343547	8.141343547
545.2836304	Positive	77724.70475	9.256176291	9.556176291
545.2921143	Positive	899833.9305	3.861779829	4.161779829
545.2949219	Positive	104369.9346	6.81054759	7.11054759
545.2963257	Positive	960685.5712	6.607800592	6.907800592
545.3110962	Positive	1611976.276	4.387403135	4.687403135
545.3233032	Positive	1374340.23	9.696510584	9.996510584
545.3244629	Positive	161133.6758	9.574849477	9.874849477
545.3254395	Positive	182520.742	6.757414524	7.057414524
545.3270264	Positive	205930.3664	6.789312742	7.089312742
545.3291626	Positive	56337.77313	2.790243289	3.090243289
545.3294067	Positive	94432.02031	4.145145771	4.445145771
545.3574829	Positive	367721.3271	7.924725754	8.224725754
545.3646851	Positive	302372.149	10.73367504	11.03367504
545.3655396	Positive	428913.7932	9.663761433	9.963761433
545.3786011	Positive	216363.9451	12.90086558	13.20086558
545.3797607	Positive	289344.0947	12.87911551	13.17911551
545.5065918	Positive	295274.5722	11.5485038	11.8485038
545.507019	Positive	230984.7892	11.34276364	11.64276364
545.5072021	Positive	307657.5207	11.60687745	11.90687745
545.7365723	Positive	2916084.16	8.810986823	9.110986823
545.7627563	Positive	111038.3543	4.267569859	4.567569859
545.7627563	Positive	144402.1331	4.299222857	4.599222857
545.7775269	Positive	95421.30133	7.109224341	7.409224341
545.7796631	Positive	165842.7882	5.709502719	6.009502719
545.7957153	Positive	89328.72707	5.978272429	6.278272429
545.7979736	Positive	122755.9261	6.010483375	6.310483375
545.7999878	Positive	131906.6153	6.862810181	7.162810181
546.1298218	Positive	210369.9631	0.154502742	0.454502742
546.1600342	Positive	172221.8035	3.43175405	3.73175405
546.1885376	Positive	1341125.136	9.922914508	10.22291451
546.2114868	Positive	1144420.323	2.840707606	3.140707606
546.2123413	Positive	511502.6844	3.065370988	3.365370988
546.2163086	Positive	71833.39988	2.595096923	2.895096923
546.2174072	Positive	113894.155	0.614241718	0.914241718
546.2174072	Positive	233790.7596	0.683154771	0.983154771
546.2174072	Positive	659891.097	3.579938187	3.879938187
546.2175903	Positive	1958652.875	4.099297778	4.399297778
546.2178955	Positive	183644.409	3.471697133	3.771697133
547.237854	Positive	331894.3855	3.516883019	3.816883019
546.2388916	Positive	232422.1744	2.90513542	3.20513542
546.253479	Positive	290534.2982	4.08919518	4.38919518
546.2536011	Positive	1912259.959	5.288741356	5.588741356
546.2539673	Positive	3106587.387	4.572677245	4.872677245
546.2540894	Positive	1573539.732	4.515853046	4.815853046
546.2542114	Positive	2768585.579	4.427840114	4.727840114
546.2542725	Positive	110403.5795	3.969492064	4.269492064
546.2542725	Positive	402025.4397	4.058795717	4.358795717
546.2546997	Positive	223768.232	4.955631731	5.255631731
546.2556152	Positive	741230.5785	2.092473237	2.392473237
546.2663574	Positive	178785.4081	5.705111715	6.005111715
546.2663574	Positive	147687.8157	5.751510591	6.051510591
546.269165	Positive	453801.8708	7.277098041	7.577098041
546.2797852	Positive	1094204.568	10.85197073	11.15197073
546.288147	Positive	108746.8589	4.589253679	4.889253679
546.2901001	Positive	269105.9795	6.257689617	6.557689617
546.291626	Positive	161485.3215	4.282188363	4.582188363
546.3057861	Positive	2466445.448	4.02155253	4.32155253
546.3062134	Positive	209138.5113	7.963494456	8.263494456
546.3267822	Positive	473245.166	8.787386917	9.087386917
546.3272095	Positive	1565063.448	8.539718404	8.839718404
546.328064	Positive	116136.7445	8.902835838	9.202835838
546.3352661	Positive	6523950.288	10.95668667	11.25668667
546.3355103	Positive	2728331.118	11.10479722	11.40479722
546.3433838	Positive	347734.0774	10.57692513	10.87692513
546.3452148	Positive	3058341.503	12.74588607	13.04588607
546.3455811	Positive	1079047.453	12.49008415	12.79008415
546.3474121	Positive	1188807.244	12.38834502	12.68834502
546.3519897	Positive	11834220.71	12.26522381	12.56522381
546.3579712	Positive	485263.3412	11.27855699	11.57855699
546.3625488	Positive	343756.0295	10.27555664	10.57555664
546.3627319	Positive	855062.8231	9.600528655	9.900528655
546.362915	Positive	82765.89751	8.518149096	8.818149096
546.3634033	Positive	92069.00853	8.853053259	9.153053259
546.3634033	Positive	1207014.258	10.97131204	11.27131204
546.3635254	Positive	156050.9587	9.059141257	9.359141257
546.3638916	Positive	140916.7787	9.76340699	10.06340699
546.364563	Positive	128871.7615	8.970262568	9.270262568
546.3651733	Positive	110066.5372	9.235106633	9.535106633
546.3654785	Positive	756635.548	11.06449833	11.36449833
546.3659058	Positive	88544.34695	7.85485729	8.15485729
546.3659058	Positive	5910745.534	11.15633832	11.45633832
546.3760986	Positive	2508195.333	8.732424971	9.032424971
546.3979492	Positive	1232955.679	12.44240295	12.74240295
546.3987427	Positive	692554.1874	12.46492407	12.76492407
546.3991089	Positive	229504.2647	10.12873731	10.42873731
546.3991699	Positive	4885038.7	10.73267125	11.03267125
546.399231	Positive	42168371.25	10.81853837	11.11853837
546.399353	Positive	4174563.589	10.90578088	11.20578088
546.3994141	Positive	365582.7711	11.48290422	11.78290422
546.3997803	Positive	826425.7848	10.42591856	10.72591856
546.4354248	Positive	448915.1588	12.29868859	12.59868859
546.4359131	Positive	356595.6561	12.2466527	12.5466527
546.4362793	Positive	775132.2244	12.73970761	13.03970761
546.4859009	Positive	345730.9985	12.5362191	12.8362191
546.4869995	Positive	274007.7799	12.47511744	12.77511744
546.4869995	Positive	207721.3512	12.62060074	12.92060074
546.4874878	Positive	274730.7422	12.53957685	12.83957685
546.4896851	Positive	335722.2858	12.59266739	12.89266739
546.7796631	Positive	251215.7062	3.479862621	3.779862621
546.7848511	Positive	351438.6197	4.855327773	5.155327773
546.8110352	Positive	144038.7721	4.589456841	4.889456841
546.8114014	Positive	98846.18657	4.677432489	4.977432489
546.8223267	Positive	353725.1432	8.760741082	9.060741082
546.8226318	Positive	241005.1006	8.715953467	9.015953467
546.8591919	Positive	324622.8069	11.28444151	11.58444151
546.9851685	Positive	1424429.578	3.772250098	4.072250098
547.1611328	Positive	229256.89	6.026859443	6.326859443
547.1626587	Positive	8019645.321	2.982300078	3.282300078
547.1628418	Positive	22776535.47	2.918818666	3.218818666
547.1630859	Positive	71606.50356	1.517672319	1.817672319
547.1786499	Positive	354427.9453	5.434431715	5.734431715
547.1787109	Positive	599967.936	2.804472309	3.104472309
547.1790771	Positive	124270.54	3.388034771	3.688034771
547.1866455	Positive	2692200.505	8.591146409	8.891146409
547.1992188	Positive	1029885.371	3.284565051	3.584565051
547.1993408	Positive	783501.8027	3.163112683	3.463112683
547.1993408	Positive	3291346.653	3.372744973	3.672744973
547.1994019	Positive	222869.7079	2.999485343	3.299485343
547.1994629	Positive	170741.295	4.292846562	4.592846562
547.1998901	Positive	121141.5614	4.152429727	4.452429727
547.2000732	Positive	716558.7832	2.606439949	2.906439949
547.2130127	Positive	224867.492	1.379899475	1.679899475
547.213623	Positive	78177.05037	5.464488229	5.764488229
547.2141724	Positive	119370.823	5.763756377	6.063756377
547.2149658	Positive	481322.945	4.783386711	5.083386711
547.2349243	Positive	131438.4331	5.581478447	5.881478447
547.2352905	Positive	206988.6287	5.260573425	5.560573425
547.2371216	Positive	364009.3815	3.776622614	4.076622614
547.2371826	Positive	297222.3981	4.254947459	4.554947459
547.2376099	Positive	3682088.368	3.350646587	3.650646587
547.2376099	Positive	1783475.691	3.628859115	3.928859115
547.237854	Positive	685516.7471	3.148892785	3.448892785
547.237915	Positive	4027020.794	3.910060867	4.210060867
547.2381592	Positive	2326492.025	3.424010816	3.724010816
547.2382202	Positive	458653.8321	3.050118443	3.350118443
547.2493896	Positive	1463894.704	0.512404347	0.812404347
547.263855	Positive	3475168.771	3.715422346	4.015422346
547.2641602	Positive	4129639.693	3.683698139	3.983698139
547.2728882	Positive	127236.1836	2.859770567	3.159770567
547.2765503	Positive	128274.7296	4.653879156	4.953879156
547.2799683	Positive	187911.2558	4.680632289	4.980632289
547.2852783	Positive	195408.155	5.749738404	6.049738404
547.2869263	Positive	338544.6715	3.445684466	3.745684466
547.2964478	Positive	86220.61627	6.858301669	7.158301669
547.296814	Positive	184842.9971	7.078313621	7.378313621
547.2996216	Positive	99726.82574	3.355156859	3.655156859
547.3127441	Positive	93740.05084	8.694891534	8.994891534
547.3154907	Positive	113168.8904	4.616250155	4.916250155
546.9846191	Positive	1404513.074	3.774571606	4.074571606
546.9837036	Positive	255590.0615	3.924723179	4.224723179
546.9859009	Positive	97667.00647	4.073711941	4.373711941
546.9840698	Positive	283524.294	3.856315883	4.156315883
547.3244629	Positive	214617.1071	8.820258939	9.120258939
547.3255615	Positive	288598.1263	8.781213072	9.081213072
548.34552	Positive	167698.1821	10.31915649	10.61915649
548.3464355	Positive	58174.83166	8.877588151	9.177588151
547.3605957	Positive	351681.6028	8.689806053	8.989806053
547.3612061	Positive	161620.234	9.793881969	10.09388197
547.3704224	Positive	336821.9733	12.543684	12.843684
547.3724976	Positive	654334.0126	11.01476856	11.31476856
547.3806763	Positive	231143.8501	9.94371543	10.24371543
547.397644	Positive	338799.3626	12.28902788	12.58902788
547.3984985	Positive	1185087	11.60609943	11.90609943
547.3125	Positive	492124.6774	3.435995237	3.735995237
547.3127441	Positive	134224.8274	3.47428984	3.77428984
547.781311	Positive	113879.5128	4.674649515	4.974649515
547.8302002	Positive	71010.43493	4.529950537	4.829950537
547.8362427	Positive	214287.096	7.66266939	7.96266939
548.1391602	Positive	187897.0698	3.612271419	3.912271419
548.1786499	Positive	204332.2457	8.892187542	9.192187542
548.1947632	Positive	119434.7579	2.764548692	3.064548692
548.1948853	Positive	632078.3202	2.983939276	3.283939276
548.1969604	Positive	391741.5898	2.936739825	3.236739825
548.1969604	Positive	136215.3302	4.160830931	4.460830931
548.1977539	Positive	221178.3102	2.281053924	2.581053924
548.2119751	Positive	143443.4437	4.422249574	4.722249574
548.2122803	Positive	68193.28018	5.438258756	5.738258756
548.2141724	Positive	2508783.85	8.807998114	9.107998114
548.2147827	Positive	177921.8647	4.78261865	5.08261865
548.2322998	Positive	201014.5887	5.076865123	5.376865123
548.2327271	Positive	415840.0417	3.557555152	3.857555152
548.2329712	Positive	914801.919	2.958458353	3.258458353
548.2332153	Positive	576242.4417	0.583167988	0.883167988
548.2333984	Positive	130050.9108	4.98241833	5.28241833
548.2337646	Positive	579046.3652	1.454090275	1.754090275
548.2339478	Positive	132446.7115	4.302648147	4.602648147
548.2344971	Positive	182946.2458	4.398909021	4.698909021
548.2346191	Positive	79135.31372	4.767850408	5.067850408
548.2346802	Positive	283767.1908	4.022893727	4.322893727
548.2355347	Positive	170163.7367	4.337573966	4.637573966
548.2355957	Positive	146569.5833	4.22441729	4.52441729
548.2479248	Positive	248662.6583	5.962622196	6.262622196
548.2489014	Positive	229230.1566	5.697339178	5.997339178
548.2526245	Positive	192388.4334	0.560991242	0.860991242
548.2676392	Positive	480414.7424	5.625927667	5.925927667
548.2687378	Positive	71918.08831	8.16957675	8.46957675
548.2687988	Positive	1034901.924	4.998061381	5.298061381
548.2693481	Positive	417484.6652	3.034884937	3.334884937
548.2695923	Positive	92466.41087	8.124170148	8.424170148
548.2696533	Positive	2756742.426	8.709260826	9.009260826
548.2697144	Positive	3803789.575	3.951209593	4.251209593
548.2697754	Positive	3149703.57	4.014939037	4.314939037
548.2697754	Positive	9680857.194	8.477817875	8.777817875
548.2698364	Positive	8984096.736	4.260051616	4.560051616
548.2700195	Positive	691668.1385	1.140960634	1.440960634
548.2702026	Positive	562186.8026	5.439906405	5.739906405
548.2704468	Positive	284098.4406	7.659402008	7.959402008
548.2724609	Positive	198625.5366	3.596513169	3.896513169
548.2991943	Positive	175278.6235	8.210098061	8.510098061
548.0991447	Positive	932901.5777	11.16921575	11.46921575
548.3001099	Positive	1245528.184	11.25424949	11.55424949
548.3010864	Positive	52037.50015	8.984896396	9.284896396
548.3049927	Positive	361800.792	4.559319583	4.859319583
548.305603	Positive	201627.3746	5.914674461	6.214674461
548.3059082	Positive	369027.69	4.532886673	4.832886673
548.3071289	Positive	80527.08283	6.692456605	6.992456605
548.3101807	Positive	544797.0992	4.426972474	4.726972474
548.3208008	Positive	1251734.583	9.745564733	10.04556473
548.3215332	Positive	1015510.504	10.70994745	11.00994745
548.3424683	Positive	87482.38441	2.672158079	2.972158079
548.3424683	Positive	144307.4346	2.702800005	3.002800005
548.3441162	Positive	215277.8285	9.24684101	9.54684101
548.3450928	Positive	234608.0193	8.851495995	9.151495995
548.34552	Positive	5645875.485	10.25311888	10.55311888
548.3459473	Positive	170237.0921	9.145499392	9.445499392
548.3460693	Positive	2166302.902	8.637428657	8.937428657
548.3463745	Positive	6584572.393	8.602517678	8.902517678
548.3499756	Positive	1932009.436	11.50895544	11.80895544
548.3500366	Positive	2024022.884	11.36893183	11.66893183
548.3555298	Positive	23246411.21	10.09037513	10.39037513
548.3565674	Positive	384836.5761	10.18354058	10.48354058
548.3577881	Positive	232277.9179	9.773205247	10.07320525
548.3579102	Positive	352182.658	9.875035852	10.17503585
548.3579712	Positive	267599.1554	10.63628827	10.93628827
548.3583374	Positive	1620076.949	10.38236657	10.68236657
548.3585205	Positive	316332.3681	10.0206986	10.3206986
548.3590698	Positive	903854.0039	10.328087	10.628087
548.3594971	Positive	707439.0021	10.46122989	10.76122989
548.3706665	Positive	246450.7146	11.53682579	11.83682579
548.3712769	Positive	1277269.639	11.72237799	12.02237799
548.3933105	Positive	643017.4142	12.16434739	12.46434739
548.3939819	Positive	342360.1868	12.50817132	12.80817132
548.3942261	Positive	250977.5879	12.34441915	12.64441915
548.3947144	Positive	401355.2078	12.37241917	12.67241917
548.4157715	Positive	144167.0122	11.0159056	11.3159056
548.4259033	Positive	968567.1989	12.24315614	12.54315614
549.5054932	Positive	310090.9646	12.74312926	13.04312926
548.5029297	Positive	202447.6894	11.15305148	11.45305148
548.5043335	Positive	212859.7621	11.02824535	11.32824535
548.7633667	Positive	74342.26097	9.234289997	9.534289997
548.8093262	Positive	127199.346	3.296147043	3.596147043
548.8164673	Positive	55974.61334	6.481549722	6.781549722
549.121521	Positive	103808.7388	2.997793569	3.297793569
549.1234131	Positive	388438.0048	4.753882063	5.053882063
549.1234741	Positive	137660.2227	1.895913367	2.195913367
549.1405029	Positive	67465.26475	5.740235365	6.040235365
549.1407471	Positive	162727.6355	5.814950958	6.114950958
549.1571045	Positive	244711.7545	5.642075366	5.942075366
549.1571655	Positive	12503087.95	5.360661024	5.660661024
549.1577148	Positive	453826.9733	2.780852975	3.080852975
549.1941528	Positive	189222.9111	4.62381853	4.92381853
549.194519	Positive	512453.1103	2.545633316	2.845633316
549.1948853	Positive	166842.5585	4.654266168	4.954266168
549.1950073	Positive	59475.43957	3.451318055	3.751318055
549.1953125	Positive	179533.6107	5.582455756	5.882455756
549.1954956	Positive	441470.001	2.489197744	2.789197744
549.215271	Positive	386733.7406	2.738703693	3.038703693
549.2156372	Positive	61605.06517	4.772796679	5.072796679
549.2323608	Positive	60680.75958	5.82129027	6.12129027
549.2476196	Positive	117336.1161	3.216275589	3.516275589
549.253418	Positive	474780.7298	3.57573961	3.87573961
549.25354	Positive	890039.7113	3.663137611	3.963137611
549.2536011	Positive	497837.7635	3.461928366	3.761928366
549.2540894	Positive	525624.3116	8.071325794	8.371325794
550.2678223	Positive	283753.514	9.898570817	10.19857082
549.2666626	Positive	199520.7224	2.93081961	3.23081961
549.2669678	Positive	237178.0423	7.83268843	8.13268843
549.2669678	Positive	88100.11242	7.867878634	8.167878634
549.267334	Positive	113999.5923	2.962653634	3.262653634
549.2804565	Positive	1682905.461	4.634809458	4.934809458
549.2819214	Positive	310215.9252	8.933042937	9.233042937
549.2836304	Positive	75920.16662	6.291026997	6.591026997
549.2952881	Positive	657972.1144	2.247570262	2.547570262
549.309021	Positive	102338.4538	4.368606573	4.668606573
549.3093872	Positive	136892.8257	4.428347724	4.728347724
549.3096924	Positive	217815.6782	8.595909019	8.895909019
549.3136597	Positive	341787.2436	3.964258892	4.264258892
549.3311768	Positive	270810.2863	6.120414044	6.420414044
549.343689	Positive	91895.14224	7.83800318	8.13800318
549.3752441	Positive	755948.3757	11.72202006	12.02202006
549.4083252	Positive	504343.4035	10.81800495	11.11800495
549.4092407	Positive	331764.2421	10.78351718	11.08351718
549.4098511	Positive	372392.1241	10.84292213	11.14292213
549.4151001	Positive	13245773.08	11.20342399	11.50342399
549.4863892	Positive	622696.3951	12.63189179	12.93189179
549.4868774	Positive	346987.3789	11.0636502	11.3636502
549.8106689	Positive	105668.6253	4.362544047	4.662544047
549.8301392	Positive	186427.4156	8.896135035	9.196135035
550.0924072	Positive	222939.8502	0.164928388	0.464928388
550.1550293	Positive	150629.7519	2.908927445	3.208927445
550.1555176	Positive	231422.9667	3.301144434	3.601144434
550.1555786	Positive	443183.7082	2.708329954	3.008329954
550.1763916	Positive	328795.7733	0.450034559	0.750034559
550.2163696	Positive	426683.2655	12.10541918	12.40541918
550.2168579	Positive	71333.03916	5.547525092	5.847525092
550.2174072	Positive	441245.1037	12.05224742	12.35224742
550.2478638	Positive	248653.8099	4.821302126	5.121302126
550.2478638	Positive	5565856.286	4.986448934	5.286448934
550.2483521	Positive	479650.2368	4.144595428	4.444595428
550.2489624	Positive	195816.073	5.960015148	6.260015148
550.2490234	Positive	775842.5982	6.143896627	6.443896627
550.2493896	Positive	1340585.924	4.909696228	5.209696228
550.2495117	Positive	205027.5406	3.903888271	4.203888271
550.2501831	Positive	338000.2846	3.433382796	3.733382796
550.2561646	Positive	209614.02	3.885006575	4.185006575
550.2640381	Positive	53063813.49	7.319501466	7.619501466
550.2642822	Positive	3044523.113	5.048973309	5.348973309
550.2643433	Positive	157474.7566	5.394477277	5.694477277
550.2644043	Positive	6306714.372	5.023467136	5.323467136
550.2645874	Positive	270532.1539	5.28913581	5.58913581
550.2667236	Positive	27130210.54	9.706476333	10.00647633
550.2671509	Positive	266401.4116	9.212497644	9.512497644
550.2674561	Positive	6001025.006	9.023355037	9.323355037
550.28479	Positive	148647.2268	5.816591179	6.116591179
550.2851563	Positive	234200.1253	5.920649394	6.220649394
550.2852783	Positive	1236369.166	5.297107138	5.597107138
550.2853394	Positive	1659898.673	4.608119978	4.908119978
550.2860718	Positive	133060.1354	8.93230874	9.23230874
550.2860718	Positive	222838.4876	8.987445803	9.287445803
550.2861328	Positive	1411985.533	5.103923896	5.403923896
550.2962646	Positive	555863.1818	12.84480464	13.14480464
550.3013916	Positive	73785.22004	6.224870984	6.524870984
550.3013916	Positive	68978.46489	6.25665454	6.55665454
550.312561	Positive	244629.5846	7.531428939	7.831428939
550.3134155	Positive	311295.1455	8.269934051	8.569934051
550.3135376	Positive	894003.6938	8.464099364	8.764099364
550.3139038	Positive	302347.8418	7.503100393	7.803100393
550.3139648	Positive	929815.2828	8.776527656	9.076527656
550.314209	Positive	322769.6445	8.024157188	8.324157188
550.3146362	Positive	332701.9601	7.467846434	7.767846434
550.3146362	Positive	248135.8345	7.829465283	8.129465283
550.3151855	Positive	182167.2277	8.060569971	8.360569971
550.3156738	Positive	234562.8814	8.624921253	8.924921253
550.3157349	Positive	132881.4248	8.171616026	8.471616026
550.3157959	Positive	149913.5463	8.101297446	8.401297446
550.3205566	Positive	395683.7662	4.091319293	4.391319293
550.321228	Positive	115417.7183	6.535303562	6.835303562
550.3212891	Positive	257202.6066	5.584572738	5.884572738
550.3213501	Positive	163386.5203	4.808200099	5.108200099
550.3215332	Positive	2434344.413	5.985625265	6.285625265
550.3219604	Positive	256545.9907	6.464959983	6.764959983
550.3220215	Positive	858325.4219	5.798072584	6.098072584
550.333374	Positive	217220.335	10.81117136	11.11117136
550.3342285	Positive	67352.37011	12.94484862	13.24484862
550.3358154	Positive	228161.2515	9.828762355	10.12876236
550.3359985	Positive	246879.5347	10.76502964	11.06502964
550.3373413	Positive	346835.9623	10.10937219	10.40937219
550.3384399	Positive	118445.4031	9.480783313	9.780783313
550.3391113	Positive	646173.4399	12.49623228	12.79623228
550.3572998	Positive	73321.69782	6.342049438	6.642049438
550.357666	Positive	3157014.771	10.85371521	11.15371521
550.3580322	Positive	186883.295	9.255506398	9.555506398
550.3580322	Positive	8125962.528	10.7098145	11.0098145
550.3585205	Positive	88214.60176	6.302925429	6.602925429
550.3857422	Positive	9937160.72	12.25948434	12.55948434
550.3939819	Positive	214348.9996	9.04220804	9.34220804
550.3945923	Positive	444880.3564	9.303776432	9.603776432
550.3948975	Positive	183075.3196	9.04406967	9.34406967
550.3962402	Positive	106992.4568	5.558320246	5.858320246
550.397522	Positive	70138.84739	5.534622368	5.834622368
550.409729	Positive	291870.2054	12.87819975	13.17819975
550.4229126	Positive	1010275.217	10.04621029	10.34621029
550.628479	Positive	124917.0941	8.853431449	9.153431449
550.8185425	Positive	149336.0054	4.979538621	5.279538621
550.8598022	Positive	67372.90652	6.335536566	6.635536566
551.0879517	Positive	703402.6463	0.197785102	0.497785102
551.1408081	Positive	149358.0025	4.619214251	4.919214251
551.1532593	Positive	298460.2568	4.527289264	4.827289264
551.1730957	Positive	1739299.559	4.099905165	4.399905165
551.1734619	Positive	120799.8455	4.217661585	4.517661585
551.1737061	Positive	81313.07773	5.765321656	6.065321656
551.1755981	Positive	2844083.333	6.546491642	6.846491642
551.1757813	Positive	3659310.148	6.877982138	7.177982138
551.1762085	Positive	669879.5915	6.441266733	6.741266733
551.1763916	Positive	143186.547	6.137741518	6.437741518
551.1936646	Positive	134378.9096	2.896622036	3.196622036
551.1942139	Positive	239932.3678	3.347987564	3.647987564
551.2086182	Positive	208588.4087	4.183821565	4.483821565
551.2090454	Positive	354389.471	4.134679479	4.434679479
551.2093506	Positive	825959.5755	5.285473613	5.585473613
551.2095947	Positive	424046.8782	4.153309762	4.453309762
551.2098389	Positive	831116.2577	4.461530931	4.761530931
551.210083	Positive	302045.8959	5.325465381	5.625465381
551.2115479	Positive	121045.5465	4.363969352	4.663969352
551.211792	Positive	94774.46253	5.49115378	5.79115378
551.2259521	Positive	291543.3581	9.580535351	9.880535351
551.2485352	Positive	2468539.8	5.007213808	5.307213808
551.2591553	Positive	55991.17252	3.327104046	3.627104046
551.2598267	Positive	590781.4254	2.842945418	3.142945418
551.2611694	Positive	8107290.274	4.021129419	4.321129419
551.262085	Positive	54962.47245	2.377940692	2.677940692
551.262085	Positive	56804.69984	2.444586061	2.744586061
551.2800293	Positive	206549.4175	3.420094105	3.720094105
551.2809448	Positive	338145.4289	8.782103589	9.082103589
551.281189	Positive	125349.1056	4.270487081	4.570487081
551.281189	Positive	102005.7943	4.307088673	4.607088673
551.2814331	Positive	100833.4427	3.931980023	4.231980023
551.2821655	Positive	633946.6507	3.65258843	3.95258843
551.2824097	Positive	74809.26919	5.899823437	6.199823437
551.2825317	Positive	1705907.315	8.536247331	8.836247331
551.2827148	Positive	845946.9529	3.709004316	4.009004316
551.2828369	Positive	66721.30292	3.990040206	4.290040206
551.2828979	Positive	161273.0858	7.735351343	8.035351343
551.282959	Positive	1292594.777	3.688903922	3.988903922
551.2915649	Positive	154070.1343	4.370360458	4.670360458
551.2919922	Positive	100490.4572	3.252003131	3.552003131
551.2924194	Positive	760337.5934	2.821067958	3.121067958
551.2936401	Positive	136591.5318	4.429555416	4.729555416
551.296936	Positive	251720.269	10.57357892	10.87357892
551.3151245	Positive	430685.2305	4.650089813	4.950089813
550.3215942	Positive	122942.8125	4.972166767	5.272166767
551.3179932	Positive	244294.3931	5.073317417	5.373317417
551.3185425	Positive	132898.2753	11.15385401	11.45385401
550.8186035	Positive	195686.4586	5.060271854	5.360271854
551.3216553	Positive	592497.9724	5.781169988	6.081169988
551.3349609	Positive	297447.5082	9.575187681	9.875187681
551.3539429	Positive	245377.6223	11.31072203	11.61072203
551.3546143	Positive	674102.781	10.8084572	11.1084572
551.3554077	Positive	172293.8079	9.631856958	9.931856958
551.3701172	Positive	253209.0901	12.66764577	12.96764577
