"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16447-11612","WR","Antonio","Brown","18.166666666666668","3","9400","KC@PIT","PIT","KC","","","",""
"16447-14185","QB","Cam","Newton","23.019999186197918","3","9300","CAR@ATL","CAR","ATL","","","",""
"16447-21939","QB","Andrew","Luck","20.273333231608074","3","8900","IND@JAC","IND","JAC","","","",""
"16447-31360","WR","Odell","Beckham Jr.","12.5","3","8700","NYG@MIN","NYG","MIN","","","",""
"16447-62497","RB","David","Johnson","20.53333282470703","3","8700","LA@ARI","ARI","LA","","","",""
"16447-16606","WR","DeAndre","Hopkins","14.09999974568685","3","8600","TEN@HOU","HOU","TEN","","","",""
"16447-6504","QB","Drew","Brees","24.29333241780599","3","8600","NO@SD","NO","SD","","","",""
"16447-14190","WR","Julio","Jones","11.933333079020182","3","8500","CAR@ATL","ATL","CAR","","","",""
"16447-7968","QB","Philip","Rivers","16.553333282470703","3","8500","NO@SD","SD","NO","","","",""
"16447-22015","QB","Russell","Wilson","12.833333333333334","3","8400","SEA@NYJ","SEA","NYJ","","","",""
"16447-6589","QB","Ben","Roethlisberger","17.513333638509113","3","8400","KC@PIT","PIT","KC","","","",""
"16447-28181","RB","Le'Veon","Bell","16.53333282470703","6","8300","KC@PIT","PIT","KC","","","",""
"16447-6654","QB","Matthew","Stafford","23.366666158040363","3","8300","DET@CHI","DET","CHI","","","",""
"16447-28643","WR","Allen","Robinson","12.766666412353516","3","8300","IND@JAC","JAC","IND","","","",""
"16447-21980","WR","Alshon","Jeffery","11.366666158040365","3","8200","DET@CHI","CHI","DET","Q","Knee","",""
"16447-29501","WR","Brandin","Cooks","14.533332824707031","3","8200","NO@SD","NO","SD","","","",""
"16447-22037","RB","Lamar","Miller","12.366666158040365","3","8200","TEN@HOU","HOU","TEN","","","",""
"16447-38791","RB","Ezekiel","Elliott","14.133333841959635","3","8100","DAL@SF","DAL","SF","","","",""
"16447-45859","QB","Derek","Carr","20.06000010172526","3","8000","OAK@BAL","OAK","BAL","","","",""
"16447-32384","WR","Mike","Evans","19.53333282470703","3","8000","DEN@TB","TB","DEN","","","",""
"16447-6748","QB","Carson","Palmer","16.860000610351562","3","8000","LA@ARI","ARI","LA","","","",""
"16447-6616","QB","Matt","Ryan","24.366666158040363","3","7900","CAR@ATL","ATL","CAR","","","",""
"16447-29249","RB","C.J.","Anderson","16.433333079020183","3","7900","DEN@TB","DEN","TB","","","",""
"16447-11432","WR","Demaryius","Thomas","12.433333079020182","3","7900","DEN@TB","DEN","TB","","","",""
"16447-6914","TE","Greg","Olsen","13.633333841959635","3","7900","CAR@ATL","CAR","ATL","","","",""
"16447-11435","WR","Dez","Bryant","8.833333333333334","3","7800","DAL@SF","DAL","SF","Q","Knee","",""
"16447-30447","RB","Todd","Gurley","10.90000025431315","3","7700","LA@ARI","LA","ARI","","","",""
"16447-34308","QB","Blake","Bortles","17.00666681925456","3","7700","IND@JAC","JAC","IND","","","",""
"16447-6714","QB","Joe","Flacco","14.653333028157553","3","7700","OAK@BAL","BAL","OAK","","","",""
"16447-24929","WR","Kelvin","Benjamin","14.800000508626303","3","7700","CAR@ATL","CAR","ATL","","","",""
"16447-54604","QB","Jimmy","Garoppolo","17.920000076293945","2","7600","BUF@NE","NE","BUF","Q","Shoulder","",""
"16447-31001","WR","Amari","Cooper","12.166666666666666","3","7600","OAK@BAL","OAK","BAL","","","",""
"16447-28900","RB","Melvin","Gordon","17.666666666666668","3","7600","NO@SD","SD","NO","","","",""
"16447-22103","WR","Marvin","Jones Jr.","20.599999745686848","3","7600","DET@CHI","DET","CHI","Q","Hamstring","",""
"16447-22031","WR","T.Y.","Hilton","14.800000508626303","3","7600","IND@JAC","IND","JAC","","","",""
"16447-14377","QB","Tyrod","Taylor","16.093332926432293","3","7600","BUF@NE","BUF","NE","","","",""
"16447-22038","QB","Kirk","Cousins","16.953333536783855","3","7600","CLE@WAS","WAS","CLE","","","",""
"16447-6779","RB","LeSean","McCoy","17.03333282470703","3","7600","BUF@NE","BUF","NE","","","",""
"16447-11779","RB","LeGarrette","Blount","17.266666412353516","3","7500","BUF@NE","NE","BUF","","","",""
"16447-32418","RB","Christine","Michael","13.433333079020182","3","7500","SEA@NYJ","SEA","NYJ","","","",""
"16447-30298","TE","Jordan","Reed","9","3","7500","CLE@WAS","WAS","CLE","","","",""
"16447-44449","WR","Willie","Snead","20.799999237060547","2","7500","NO@SD","NO","SD","Q","Toe","",""
"16447-6826","QB","Eli","Manning","15.866666158040365","3","7500","NYG@MIN","NYG","MIN","","","",""
"16447-6883","WR","Larry","Fitzgerald","16.733333587646484","3","7500","LA@ARI","ARI","LA","","","",""
"16447-6759","WR","Brandon","Marshall","7.333333333333333","3","7500","SEA@NYJ","NYJ","SEA","","","",""
