Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
16406-29290,WR,Bryce,Treggs,0,0,4500,PIT@PHI,PHI,PIT,,
16406-14406,RB,Bruce,Miller,2.589999962,10,4500,SF@SEA,SF,SEA,,
16406-7784,WR,Darrius,Heyward-Bey,1.200000048,1,4500,PIT@PHI,PIT,PHI,,
16406-31874,RB,Kenneth,Farrow,1.299999952,1,4500,SD@IND,SD,IND,,
16406-32429,K,Josh,Lambo,8.5,2,4500,SD@IND,SD,IND,,
16406-33931,WR,DeAndre,Reaves,0,0,4500,SD@IND,SD,IND,,
16406-30910,RB,Zac,Stacy,3.699999946,7,4500,NYJ@KC,NYJ,KC,,
16406-22029,RB,Bernard,Pierce,0.824999988,4,4500,NYJ@KC,NYJ,KC,,
16406-72262,TE,Nick,Truesdell,0,0,4500,SD@IND,IND,SD,,
16406-7706,TE,Chase,Coffman,8.550000191,2,4500,SD@IND,IND,SD,,
16406-14369,RB,Jordan,Todman,0.550000012,4,4500,SD@IND,IND,SD,,
16406-22767,WR,Brian,Tyms,0,0,4500,SD@IND,IND,SD,,
16406-30297,TE,Trey,Burton,13.39999962,1,4500,PIT@PHI,PHI,PIT,,
16406-22754,TE,Garrett,Celek,1.850000024,2,4500,SF@SEA,SF,SEA,,
16406-28735,WR,Daniel,Anthrop,0,0,4500,SD@IND,IND,SD,,
16406-28126,TE,Paul,Lang,0,0,4500,PIT@PHI,PIT,PHI,,
16406-70342,TE,Temarrick,Hemingway,0,0,4500,LA@TB,LA,TB,,
16406-22746,WR,Kashif,Moore,0,0,4500,NYJ@KC,KC,NYJ,,
16406-11629,WR,Kyle,Williams,0,0,4500,NYJ@KC,NYJ,KC,,
16406-24882,K,Roberto,Aguayo,4.5,2,4500,LA@TB,TB,LA,,
16406-28694,TE,Jesse,James,8,2,4500,PIT@PHI,PIT,PHI,,
16406-29237,WR,Chris,Harper,-0.299999992,3,4500,SF@SEA,SF,SEA,,
16406-22067,TE,Adrien,Robinson,0,0,4500,NYJ@KC,NYJ,KC,,
16406-25356,TE,Benson,Browne,0,0,4500,LA@TB,LA,TB,,
16406-70373,TE,Mike,Miller,0,0,4500,SD@IND,IND,SD,,
16406-12535,D,Indianapolis,Colts,0,2,4400,SD@IND,IND,SD,,
16406-12548,D,San Diego,Chargers,6.5,2,4300,SD@IND,SD,IND,,
16406-12549,D,San Francisco,49ers,11.5,2,4000,SF@SEA,SF,SEA,,
