Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
16404-11538,TE,Garrett,Graham,1.571428571,7,4500,DEN@CIN,DEN,CIN,,
16404-12528,D,Cincinnati,Bengals,5,2,4500,DEN@CIN,CIN,DEN,,
16404-30228,WR,Tyler,Murphy,2.099999905,1,4500,CLE@MIA,MIA,CLE,,
16404-11562,TE,Andrew,Quarless,1.699999968,3,4500,DET@GB,DET,GB,,
16404-70335,TE,Seth,DeValve,0,0,4500,CLE@MIA,CLE,MIA,,
16404-53532,WR,Roger,Lewis,0,0,4500,WAS@NYG,NYG,WAS,,
16404-39716,WR,Adam,Thielen,6.75,2,4500,MIN@CAR,MIN,CAR,,
16404-54621,WR,Walt,Powell,0,2,4500,ARI@BUF,BUF,ARI,,
16404-33424,WR,Mose,Frazier,0,0,4500,DEN@CIN,DEN,CIN,,
16404-29723,RB,Stepfan,Taylor,1.116666635,6,4500,ARI@BUF,ARI,BUF,,
16404-27020,RB,Glenn,Gronkowski,0,0,4500,ARI@BUF,BUF,ARI,,
16404-29805,RB,Ryan,Hewitt,1.544444402,9,4500,DEN@CIN,CIN,DEN,,
16404-48482,TE,David,Morgan,0,0,4500,MIN@CAR,MIN,CAR,,
16404-31378,WR,Kadron,Boone,0,0,4500,WAS@NYG,NYG,WAS,,
16404-22774,RB,Jonas,Gray,4.100000109,7,4500,BAL@JAC,JAC,BAL,,
16404-29768,RB,Patrick,Skov,0,0,4500,CLE@MIA,CLE,MIA,,
16404-14358,WR,Dwayne,Harris,0,2,4500,WAS@NYG,NYG,WAS,,
16404-6778,TE,Anthony,Fasano,0.600000024,1,4500,OAK@TEN,TEN,OAK,,
16404-22051,TE,Orson,Charles,0,0,4500,DET@GB,DET,GB,,
16404-30307,RB,Mack,Brown,0,0,4500,WAS@NYG,WAS,NYG,,
16404-33488,TE,Troy,Niklas,0,1,4500,ARI@BUF,ARI,BUF,,
16404-28144,TE,Dion,Sims,2.599999905,1,4500,CLE@MIA,MIA,CLE,,
