Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
16404-22065,TE,Rhett,Ellison,2.172727238,11,4500,MIN@CAR,MIN,CAR,,
16404-11635,WR,Marc,Mariani,0,2,4500,OAK@TEN,TEN,OAK,,
16404-6767,K,Ryan,Succop,4.5,2,4500,OAK@TEN,TEN,OAK,,
16404-14348,TE,Lee,Smith,4.400000095,1,4500,OAK@TEN,OAK,TEN,,
16404-12552,D,Washington,Redskins,2.5,2,4400,WAS@NYG,WAS,NYG,,
16404-12555,D,Baltimore,Ravens,9,2,4400,BAL@JAC,BAL,JAC,,
16404-12540,D,Minnesota,Vikings,16.5,2,4400,MIN@CAR,MIN,CAR,,
16404-12537,D,Oakland,Raiders,0.5,2,4400,OAK@TEN,OAK,TEN,,
16404-12533,D,Green Bay,Packers,6,2,4400,DET@GB,GB,DET,,
16404-12526,D,Buffalo,Bills,7.5,2,4300,ARI@BUF,BUF,ARI,,
16404-12529,D,Cleveland,Browns,3,2,4300,CLE@MIA,CLE,MIA,,
16404-12532,D,Detroit,Lions,4,2,4200,DET@GB,DET,GB,,
16404-12534,D,Tennessee,Titans,7,2,4200,OAK@TEN,TEN,OAK,,
16404-12554,D,Jacksonville,Jaguars,1,2,4100,BAL@JAC,JAC,BAL,,
